"STATION","NAME","DATE","TAVG"
"USW00014739","BOSTON, MA US","2016-10-27","40"
"USW00014739","BOSTON, MA US","2016-10-28","48"
"USW00014739","BOSTON, MA US","2016-10-29","47"
"USW00014739","BOSTON, MA US","2016-10-30","58"
"USW00014739","BOSTON, MA US","2016-10-31","47"
"USW00014739","BOSTON, MA US","2016-11-01","42"
"USW00014739","BOSTON, MA US","2016-11-02","55"
"USW00014739","BOSTON, MA US","2016-11-03","56"
"USW00014739","BOSTON, MA US","2016-11-04","52"
"USW00014739","BOSTON, MA US","2016-11-05","45"
"USW00014739","BOSTON, MA US","2016-11-06","48"
"USW00014739","BOSTON, MA US","2016-11-07","42"
"USW00014739","BOSTON, MA US","2016-11-08","46"
"USW00014739","BOSTON, MA US","2016-11-09","52"
"USW00014739","BOSTON, MA US","2016-11-10","47"
"USW00014739","BOSTON, MA US","2016-11-11","50"
"USW00014739","BOSTON, MA US","2016-11-12","41"
"USW00014739","BOSTON, MA US","2016-11-13","49"
"USW00014739","BOSTON, MA US","2016-11-14","53"
"USW00014739","BOSTON, MA US","2016-11-15","51"
"USW00014739","BOSTON, MA US","2016-11-16","53"
"USW00014739","BOSTON, MA US","2016-11-17","51"
"USW00014739","BOSTON, MA US","2016-11-18","50"
"USW00014739","BOSTON, MA US","2016-11-19","48"
"USW00014739","BOSTON, MA US","2016-11-20","44"
"USW00014739","BOSTON, MA US","2016-11-21","34"
"USW00014739","BOSTON, MA US","2016-11-22","36"
"USW00014739","BOSTON, MA US","2016-11-23","37"
"USW00014739","BOSTON, MA US","2016-11-24","37"
"USW00014739","BOSTON, MA US","2016-11-25","42"
"USW00014739","BOSTON, MA US","2016-11-26","42"
"USW00014739","BOSTON, MA US","2016-11-27","41"
"USW00014739","BOSTON, MA US","2016-11-28","39"
"USW00014739","BOSTON, MA US","2016-11-29","42"
"USW00014739","BOSTON, MA US","2016-11-30","48"
"USW00014739","BOSTON, MA US","2016-12-01","50"
"USW00014739","BOSTON, MA US","2016-12-02","45"
"USW00014739","BOSTON, MA US","2016-12-03","42"
"USW00014739","BOSTON, MA US","2016-12-04","37"
"USW00014739","BOSTON, MA US","2016-12-05","34"
"USW00014739","BOSTON, MA US","2016-12-06","39"
"USW00014739","BOSTON, MA US","2016-12-07","40"
"USW00014739","BOSTON, MA US","2016-12-08","39"
"USW00014739","BOSTON, MA US","2016-12-09","34"
"USW00014739","BOSTON, MA US","2016-12-10","26"
"USW00014739","BOSTON, MA US","2016-12-11","26"
"USW00014739","BOSTON, MA US","2016-12-12","36"
"USW00014739","BOSTON, MA US","2016-12-13","38"
"USW00014739","BOSTON, MA US","2016-12-14","38"
"USW00014739","BOSTON, MA US","2016-12-15","27"
"USW00014739","BOSTON, MA US","2016-12-16","13"
"USW00014739","BOSTON, MA US","2016-12-17","26"
"USW00014739","BOSTON, MA US","2016-12-18","44"
"USW00014739","BOSTON, MA US","2016-12-19","27"
"USW00014739","BOSTON, MA US","2016-12-20","24"
"USW00014739","BOSTON, MA US","2016-12-21","35"
"USW00014739","BOSTON, MA US","2016-12-22","35"
"USW00014739","BOSTON, MA US","2016-12-23","39"
"USW00014739","BOSTON, MA US","2016-12-24","40"
"USW00014739","BOSTON, MA US","2016-12-25","40"
"USW00014739","BOSTON, MA US","2016-12-26","30"
"USW00014739","BOSTON, MA US","2016-12-27","51"
"USW00014739","BOSTON, MA US","2016-12-28","39"
"USW00014739","BOSTON, MA US","2016-12-29","35"
"USW00014739","BOSTON, MA US","2016-12-30","36"
"USW00014739","BOSTON, MA US","2016-12-31","31"
"USW00014739","BOSTON, MA US","2017-01-01","40"
"USW00014739","BOSTON, MA US","2017-01-02","35"
"USW00014739","BOSTON, MA US","2017-01-03","41"
"USW00014739","BOSTON, MA US","2017-01-04","43"
"USW00014739","BOSTON, MA US","2017-01-05","32"
"USW00014739","BOSTON, MA US","2017-01-06","29"
"USW00014739","BOSTON, MA US","2017-01-07","23"
"USW00014739","BOSTON, MA US","2017-01-08","18"
"USW00014739","BOSTON, MA US","2017-01-09","15"
"USW00014739","BOSTON, MA US","2017-01-10","23"
"USW00014739","BOSTON, MA US","2017-01-11","45"
"USW00014739","BOSTON, MA US","2017-01-12","50"
"USW00014739","BOSTON, MA US","2017-01-13","49"
"USW00014739","BOSTON, MA US","2017-01-14","26"
"USW00014739","BOSTON, MA US","2017-01-15","31"
"USW00014739","BOSTON, MA US","2017-01-16","31"
"USW00014739","BOSTON, MA US","2017-01-17","37"
"USW00014739","BOSTON, MA US","2017-01-18","38"
"USW00014739","BOSTON, MA US","2017-01-19","37"
"USW00014739","BOSTON, MA US","2017-01-20","38"
"USW00014739","BOSTON, MA US","2017-01-21","43"
"USW00014739","BOSTON, MA US","2017-01-22","44"
"USW00014739","BOSTON, MA US","2017-01-23","38"
"USW00014739","BOSTON, MA US","2017-01-24","39"
"USW00014739","BOSTON, MA US","2017-01-25","38"
"USW00014739","BOSTON, MA US","2017-01-26","42"
"USW00014739","BOSTON, MA US","2017-01-27","41"
"USW00014739","BOSTON, MA US","2017-01-28","37"
"USW00014739","BOSTON, MA US","2017-01-29","36"
"USW00014739","BOSTON, MA US","2017-01-30","33"
"USW00014739","BOSTON, MA US","2017-01-31","25"
"USW00014739","BOSTON, MA US","2017-02-01","32"
"USW00014739","BOSTON, MA US","2017-02-02","36"
"USW00014739","BOSTON, MA US","2017-02-03","30"
"USW00014739","BOSTON, MA US","2017-02-04","27"
"USW00014739","BOSTON, MA US","2017-02-05","32"
"USW00014739","BOSTON, MA US","2017-02-06","36"
"USW00014739","BOSTON, MA US","2017-02-07","35"
"USW00014739","BOSTON, MA US","2017-02-08","37"
"USW00014739","BOSTON, MA US","2017-02-09","32"
"USW00014739","BOSTON, MA US","2017-02-10","17"
"USW00014739","BOSTON, MA US","2017-02-11","21"
"USW00014739","BOSTON, MA US","2017-02-12","25"
"USW00014739","BOSTON, MA US","2017-02-13","30"
"USW00014739","BOSTON, MA US","2017-02-14","27"
"USW00014739","BOSTON, MA US","2017-02-15","32"
"USW00014739","BOSTON, MA US","2017-02-16","33"
"USW00014739","BOSTON, MA US","2017-02-17","30"
"USW00014739","BOSTON, MA US","2017-02-18","36"
"USW00014739","BOSTON, MA US","2017-02-19","49"
"USW00014739","BOSTON, MA US","2017-02-20","44"
"USW00014739","BOSTON, MA US","2017-02-21","35"
"USW00014739","BOSTON, MA US","2017-02-22","43"
"USW00014739","BOSTON, MA US","2017-02-23","49"
"USW00014739","BOSTON, MA US","2017-02-24","57"
"USW00014739","BOSTON, MA US","2017-02-25","57"
"USW00014739","BOSTON, MA US","2017-02-26","44"
"USW00014739","BOSTON, MA US","2017-02-27","40"
"USW00014739","BOSTON, MA US","2017-02-28","44"
"USW00014739","BOSTON, MA US","2017-03-01","53"
"USW00014739","BOSTON, MA US","2017-03-02","50"
"USW00014739","BOSTON, MA US","2017-03-03","31"
"USW00014739","BOSTON, MA US","2017-03-04","20"
"USW00014739","BOSTON, MA US","2017-03-05","18"
"USW00014739","BOSTON, MA US","2017-03-06","25"
"USW00014739","BOSTON, MA US","2017-03-07","36"
"USW00014739","BOSTON, MA US","2017-03-08","51"
"USW00014739","BOSTON, MA US","2017-03-09","46"
"USW00014739","BOSTON, MA US","2017-03-10","34"
"USW00014739","BOSTON, MA US","2017-03-11","19"
"USW00014739","BOSTON, MA US","2017-03-12","17"
"USW00014739","BOSTON, MA US","2017-03-13","22"
"USW00014739","BOSTON, MA US","2017-03-14","31"
"USW00014739","BOSTON, MA US","2017-03-15","26"
"USW00014739","BOSTON, MA US","2017-03-16","26"
"USW00014739","BOSTON, MA US","2017-03-17","33"
"USW00014739","BOSTON, MA US","2017-03-18","32"
"USW00014739","BOSTON, MA US","2017-03-19","34"
"USW00014739","BOSTON, MA US","2017-03-20","40"
"USW00014739","BOSTON, MA US","2017-03-21","45"
"USW00014739","BOSTON, MA US","2017-03-22","38"
"USW00014739","BOSTON, MA US","2017-03-23","25"
"USW00014739","BOSTON, MA US","2017-03-24","35"
"USW00014739","BOSTON, MA US","2017-03-25","42"
"USW00014739","BOSTON, MA US","2017-03-26","36"
"USW00014739","BOSTON, MA US","2017-03-27","39"
"USW00014739","BOSTON, MA US","2017-03-28","38"
"USW00014739","BOSTON, MA US","2017-03-29","40"
"USW00014739","BOSTON, MA US","2017-03-30","40"
"USW00014739","BOSTON, MA US","2017-03-31","37"
"USW00014739","BOSTON, MA US","2017-04-01","35"
"USW00014739","BOSTON, MA US","2017-04-02","41"
"USW00014739","BOSTON, MA US","2017-04-03","47"
"USW00014739","BOSTON, MA US","2017-04-04","42"
"USW00014739","BOSTON, MA US","2017-04-05","40"
"USW00014739","BOSTON, MA US","2017-04-06","39"
"USW00014739","BOSTON, MA US","2017-04-07","48"
"USW00014739","BOSTON, MA US","2017-04-08","43"
"USW00014739","BOSTON, MA US","2017-04-09","51"
"USW00014739","BOSTON, MA US","2017-04-10","59"
"USW00014739","BOSTON, MA US","2017-04-11","64"
"USW00014739","BOSTON, MA US","2017-04-12","55"
"USW00014739","BOSTON, MA US","2017-04-13","53"
"USW00014739","BOSTON, MA US","2017-04-14","51"
"USW00014739","BOSTON, MA US","2017-04-15","54"
"USW00014739","BOSTON, MA US","2017-04-16","69"
"USW00014739","BOSTON, MA US","2017-04-17","70"
"USW00014739","BOSTON, MA US","2017-04-18","49"
"USW00014739","BOSTON, MA US","2017-04-19","45"
"USW00014739","BOSTON, MA US","2017-04-20","48"
"USW00014739","BOSTON, MA US","2017-04-21","45"
"USW00014739","BOSTON, MA US","2017-04-22","44"
"USW00014739","BOSTON, MA US","2017-04-23","47"
"USW00014739","BOSTON, MA US","2017-04-24","53"
"USW00014739","BOSTON, MA US","2017-04-25","49"
"USW00014739","BOSTON, MA US","2017-04-26","50"
"USW00014739","BOSTON, MA US","2017-04-27","53"
"USW00014739","BOSTON, MA US","2017-04-28","63"
"USW00014739","BOSTON, MA US","2017-04-29","73"
"USW00014739","BOSTON, MA US","2017-04-30","55"
"USW00014739","BOSTON, MA US","2017-05-01","47"
"USW00014739","BOSTON, MA US","2017-05-02","49"
"USW00014739","BOSTON, MA US","2017-05-03","56"
"USW00014739","BOSTON, MA US","2017-05-04","51"
"USW00014739","BOSTON, MA US","2017-05-05","49"
"USW00014739","BOSTON, MA US","2017-05-06","56"
"USW00014739","BOSTON, MA US","2017-05-07","58"
"USW00014739","BOSTON, MA US","2017-05-08","50"
"USW00014739","BOSTON, MA US","2017-05-09","47"
"USW00014739","BOSTON, MA US","2017-05-10","50"
"USW00014739","BOSTON, MA US","2017-05-11","51"
"USW00014739","BOSTON, MA US","2017-05-12","49"
"USW00014739","BOSTON, MA US","2017-05-13","49"
"USW00014739","BOSTON, MA US","2017-05-14","48"
"USW00014739","BOSTON, MA US","2017-05-15","51"
"USW00014739","BOSTON, MA US","2017-05-16","65"
"USW00014739","BOSTON, MA US","2017-05-17","75"
"USW00014739","BOSTON, MA US","2017-05-18","84"
"USW00014739","BOSTON, MA US","2017-05-19","80"
"USW00014739","BOSTON, MA US","2017-05-20","58"
"USW00014739","BOSTON, MA US","2017-05-21","56"
"USW00014739","BOSTON, MA US","2017-05-22","54"
"USW00014739","BOSTON, MA US","2017-05-23","57"
"USW00014739","BOSTON, MA US","2017-05-24","59"
"USW00014739","BOSTON, MA US","2017-05-25","53"
"USW00014739","BOSTON, MA US","2017-05-26","53"
"USW00014739","BOSTON, MA US","2017-05-27","56"
"USW00014739","BOSTON, MA US","2017-05-28","58"
"USW00014739","BOSTON, MA US","2017-05-29","53"
"USW00014739","BOSTON, MA US","2017-05-30","51"
"USW00014739","BOSTON, MA US","2017-05-31","59"
"USW00014739","BOSTON, MA US","2017-06-01","67"
"USW00014739","BOSTON, MA US","2017-06-02","65"
"USW00014739","BOSTON, MA US","2017-06-03","61"
"USW00014739","BOSTON, MA US","2017-06-04","62"
"USW00014739","BOSTON, MA US","2017-06-05","56"
"USW00014739","BOSTON, MA US","2017-06-06","50"
"USW00014739","BOSTON, MA US","2017-06-07","54"
"USW00014739","BOSTON, MA US","2017-06-08","61"
"USW00014739","BOSTON, MA US","2017-06-09","63"
"USW00014739","BOSTON, MA US","2017-06-10","73"
"USW00014739","BOSTON, MA US","2017-06-11","79"
"USW00014739","BOSTON, MA US","2017-06-12","84"
"USW00014739","BOSTON, MA US","2017-06-13","85"
"USW00014739","BOSTON, MA US","2017-06-14","71"
"USW00014739","BOSTON, MA US","2017-06-15","64"
"USW00014739","BOSTON, MA US","2017-06-16","64"
"USW00014739","BOSTON, MA US","2017-06-17","61"
"USW00014739","BOSTON, MA US","2017-06-18","72"
"USW00014739","BOSTON, MA US","2017-06-19","75"
"USW00014739","BOSTON, MA US","2017-06-20","76"
"USW00014739","BOSTON, MA US","2017-06-21","76"
"USW00014739","BOSTON, MA US","2017-06-22","74"
"USW00014739","BOSTON, MA US","2017-06-23","76"
"USW00014739","BOSTON, MA US","2017-06-24","76"
"USW00014739","BOSTON, MA US","2017-06-25","77"
"USW00014739","BOSTON, MA US","2017-06-26","71"
"USW00014739","BOSTON, MA US","2017-06-27","68"
"USW00014739","BOSTON, MA US","2017-06-28","67"
"USW00014739","BOSTON, MA US","2017-06-29","71"
"USW00014739","BOSTON, MA US","2017-06-30","74"
"USW00014739","BOSTON, MA US","2017-07-01","76"
"USW00014739","BOSTON, MA US","2017-07-02","79"
"USW00014739","BOSTON, MA US","2017-07-03","80"
"USW00014739","BOSTON, MA US","2017-07-04","76"
"USW00014739","BOSTON, MA US","2017-07-05","71"
"USW00014739","BOSTON, MA US","2017-07-06","71"
"USW00014739","BOSTON, MA US","2017-07-07","67"
"USW00014739","BOSTON, MA US","2017-07-08","71"
"USW00014739","BOSTON, MA US","2017-07-09","74"
"USW00014739","BOSTON, MA US","2017-07-10","77"
"USW00014739","BOSTON, MA US","2017-07-11","73"
"USW00014739","BOSTON, MA US","2017-07-12","76"
"USW00014739","BOSTON, MA US","2017-07-13","66"
"USW00014739","BOSTON, MA US","2017-07-14","62"
"USW00014739","BOSTON, MA US","2017-07-15","66"
"USW00014739","BOSTON, MA US","2017-07-16","74"
"USW00014739","BOSTON, MA US","2017-07-17","76"
"USW00014739","BOSTON, MA US","2017-07-18","74"
"USW00014739","BOSTON, MA US","2017-07-19","79"
"USW00014739","BOSTON, MA US","2017-07-20","84"
"USW00014739","BOSTON, MA US","2017-07-21","81"
"USW00014739","BOSTON, MA US","2017-07-22","78"
"USW00014739","BOSTON, MA US","2017-07-23","71"
"USW00014739","BOSTON, MA US","2017-07-24","62"
"USW00014739","BOSTON, MA US","2017-07-25","60"
"USW00014739","BOSTON, MA US","2017-07-26","67"
"USW00014739","BOSTON, MA US","2017-07-27","67"
"USW00014739","BOSTON, MA US","2017-07-28","72"
"USW00014739","BOSTON, MA US","2017-07-29","68"
"USW00014739","BOSTON, MA US","2017-07-30","66"
"USW00014739","BOSTON, MA US","2017-07-31","70"
"USW00014739","BOSTON, MA US","2017-08-01","74"
"USW00014739","BOSTON, MA US","2017-08-02","74"
"USW00014739","BOSTON, MA US","2017-08-03","74"
"USW00014739","BOSTON, MA US","2017-08-04","75"
"USW00014739","BOSTON, MA US","2017-08-05","72"
"USW00014739","BOSTON, MA US","2017-08-06","71"
"USW00014739","BOSTON, MA US","2017-08-07","71"
"USW00014739","BOSTON, MA US","2017-08-08","67"
"USW00014739","BOSTON, MA US","2017-08-09","73"
"USW00014739","BOSTON, MA US","2017-08-10","74"
"USW00014739","BOSTON, MA US","2017-08-11","71"
"USW00014739","BOSTON, MA US","2017-08-12","68"
"USW00014739","BOSTON, MA US","2017-08-13","76"
"USW00014739","BOSTON, MA US","2017-08-14","72"
"USW00014739","BOSTON, MA US","2017-08-15","73"
"USW00014739","BOSTON, MA US","2017-08-16","75"
"USW00014739","BOSTON, MA US","2017-08-17","73"
"USW00014739","BOSTON, MA US","2017-08-18","72"
"USW00014739","BOSTON, MA US","2017-08-19","70"
"USW00014739","BOSTON, MA US","2017-08-20","75"
"USW00014739","BOSTON, MA US","2017-08-21","77"
"USW00014739","BOSTON, MA US","2017-08-22","79"
"USW00014739","BOSTON, MA US","2017-08-23","78"
"USW00014739","BOSTON, MA US","2017-08-24","72"
"USW00014739","BOSTON, MA US","2017-08-25","68"
"USW00014739","BOSTON, MA US","2017-08-26","67"
"USW00014739","BOSTON, MA US","2017-08-27","65"
"USW00014739","BOSTON, MA US","2017-08-28","65"
"USW00014739","BOSTON, MA US","2017-08-29","63"
"USW00014739","BOSTON, MA US","2017-08-30","65"
"USW00014739","BOSTON, MA US","2017-08-31","68"
"USW00014739","BOSTON, MA US","2017-09-01","62"
"USW00014739","BOSTON, MA US","2017-09-02","60"
"USW00014739","BOSTON, MA US","2017-09-03","60"
"USW00014739","BOSTON, MA US","2017-09-04","66"
"USW00014739","BOSTON, MA US","2017-09-05","74"
"USW00014739","BOSTON, MA US","2017-09-06","70"
"USW00014739","BOSTON, MA US","2017-09-07","66"
"USW00014739","BOSTON, MA US","2017-09-08","65"
"USW00014739","BOSTON, MA US","2017-09-09","62"
"USW00014739","BOSTON, MA US","2017-09-10","62"
"USW00014739","BOSTON, MA US","2017-09-11","66"
"USW00014739","BOSTON, MA US","2017-09-12","72"
"USW00014739","BOSTON, MA US","2017-09-13","71"
"USW00014739","BOSTON, MA US","2017-09-14","74"
"USW00014739","BOSTON, MA US","2017-09-15","71"
"USW00014739","BOSTON, MA US","2017-09-16","67"
"USW00014739","BOSTON, MA US","2017-09-17","65"
"USW00014739","BOSTON, MA US","2017-09-18","65"
"USW00014739","BOSTON, MA US","2017-09-19","64"
"USW00014739","BOSTON, MA US","2017-09-20","66"
"USW00014739","BOSTON, MA US","2017-09-21","70"
"USW00014739","BOSTON, MA US","2017-09-22","61"
"USW00014739","BOSTON, MA US","2017-09-23","64"
"USW00014739","BOSTON, MA US","2017-09-24","68"
"USW00014739","BOSTON, MA US","2017-09-25","71"
"USW00014739","BOSTON, MA US","2017-09-26","69"
"USW00014739","BOSTON, MA US","2017-09-27","74"
"USW00014739","BOSTON, MA US","2017-09-28","75"
"USW00014739","BOSTON, MA US","2017-09-29","59"
"USW00014739","BOSTON, MA US","2017-09-30","56"
"USW00014739","BOSTON, MA US","2017-10-01","55"
"USW00014739","BOSTON, MA US","2017-10-02","59"
"USW00014739","BOSTON, MA US","2017-10-03","58"
"USW00014739","BOSTON, MA US","2017-10-04","62"
"USW00014739","BOSTON, MA US","2017-10-05","70"
"USW00014739","BOSTON, MA US","2017-10-06","69"
"USW00014739","BOSTON, MA US","2017-10-07","66"
"USW00014739","BOSTON, MA US","2017-10-08","71"
"USW00014739","BOSTON, MA US","2017-10-09","71"
"USW00014739","BOSTON, MA US","2017-10-10","74"
"USW00014739","BOSTON, MA US","2017-10-11","65"
"USW00014739","BOSTON, MA US","2017-10-12","56"
"USW00014739","BOSTON, MA US","2017-10-13","55"
"USW00014739","BOSTON, MA US","2017-10-14","60"
"USW00014739","BOSTON, MA US","2017-10-15","65"
"USW00014739","BOSTON, MA US","2017-10-16","63"
"USW00014739","BOSTON, MA US","2017-10-17","48"
"USW00014739","BOSTON, MA US","2017-10-18","57"
"USW00014739","BOSTON, MA US","2017-10-19","61"
"USW00014739","BOSTON, MA US","2017-10-20","63"
"USW00014739","BOSTON, MA US","2017-10-21","64"
"USW00014739","BOSTON, MA US","2017-10-22","61"
"USW00014739","BOSTON, MA US","2017-10-23","56"
"USW00014739","BOSTON, MA US","2017-10-24","66"
"USW00014739","BOSTON, MA US","2017-10-25","67"
"USW00014739","BOSTON, MA US","2017-10-26","59"
"USW00014739","BOSTON, MA US","2017-10-27","53"
"USW00014739","BOSTON, MA US","2017-10-28","56"
"USW00014739","BOSTON, MA US","2017-10-29","58"
"USW00014739","BOSTON, MA US","2017-10-30","59"
"USW00014739","BOSTON, MA US","2017-10-31","53"
"USW00014739","BOSTON, MA US","2017-11-01","48"
"USW00014739","BOSTON, MA US","2017-11-02","59"
"USW00014739","BOSTON, MA US","2017-11-03","64"
"USW00014739","BOSTON, MA US","2017-11-04","51"
"USW00014739","BOSTON, MA US","2017-11-05","52"
"USW00014739","BOSTON, MA US","2017-11-06","61"
"USW00014739","BOSTON, MA US","2017-11-07","47"
"USW00014739","BOSTON, MA US","2017-11-08","40"
"USW00014739","BOSTON, MA US","2017-11-09","41"
"USW00014739","BOSTON, MA US","2017-11-10","41"
"USW00014739","BOSTON, MA US","2017-11-11","28"
"USW00014739","BOSTON, MA US","2017-11-12","35"
"USW00014739","BOSTON, MA US","2017-11-13","40"
"USW00014739","BOSTON, MA US","2017-11-14","39"
"USW00014739","BOSTON, MA US","2017-11-15","39"
"USW00014739","BOSTON, MA US","2017-11-16","44"
"USW00014739","BOSTON, MA US","2017-11-17","42"
"USW00014739","BOSTON, MA US","2017-11-18","38"
"USW00014739","BOSTON, MA US","2017-11-19","52"
"USW00014739","BOSTON, MA US","2017-11-20","38"
"USW00014739","BOSTON, MA US","2017-11-21","45"
"USW00014739","BOSTON, MA US","2017-11-22","49"
"USW00014739","BOSTON, MA US","2017-11-23","38"
"USW00014739","BOSTON, MA US","2017-11-24","39"
"USW00014739","BOSTON, MA US","2017-11-25","46"
"USW00014739","BOSTON, MA US","2017-11-26","48"
"USW00014739","BOSTON, MA US","2017-11-27","39"
"USW00014739","BOSTON, MA US","2017-11-28","31"
"USW00014739","BOSTON, MA US","2017-11-29","50"
"USW00014739","BOSTON, MA US","2017-11-30","39"
"USW00014739","BOSTON, MA US","2017-12-01","46"
"USW00014739","BOSTON, MA US","2017-12-02","39"
"USW00014739","BOSTON, MA US","2017-12-03","39"
"USW00014739","BOSTON, MA US","2017-12-04","39"
"USW00014739","BOSTON, MA US","2017-12-05","41"
"USW00014739","BOSTON, MA US","2017-12-06","51"
"USW00014739","BOSTON, MA US","2017-12-07","39"
"USW00014739","BOSTON, MA US","2017-12-08","37"
"USW00014739","BOSTON, MA US","2017-12-09","35"
"USW00014739","BOSTON, MA US","2017-12-10","33"
"USW00014739","BOSTON, MA US","2017-12-11","34"
"USW00014739","BOSTON, MA US","2017-12-12","39"
"USW00014739","BOSTON, MA US","2017-12-13","28"
"USW00014739","BOSTON, MA US","2017-12-14","24"
"USW00014739","BOSTON, MA US","2017-12-15","22"
"USW00014739","BOSTON, MA US","2017-12-16","27"
"USW00014739","BOSTON, MA US","2017-12-17","25"
"USW00014739","BOSTON, MA US","2017-12-18","27"
"USW00014739","BOSTON, MA US","2017-12-19","40"
"USW00014739","BOSTON, MA US","2017-12-20","43"
"USW00014739","BOSTON, MA US","2017-12-21","31"
"USW00014739","BOSTON, MA US","2017-12-22","27"
"USW00014739","BOSTON, MA US","2017-12-23","30"
"USW00014739","BOSTON, MA US","2017-12-24","36"
"USW00014739","BOSTON, MA US","2017-12-25","33"
"USW00014739","BOSTON, MA US","2017-12-26","26"
"USW00014739","BOSTON, MA US","2017-12-27","18"
"USW00014739","BOSTON, MA US","2017-12-28","10"
"USW00014739","BOSTON, MA US","2017-12-29","6"
"USW00014739","BOSTON, MA US","2017-12-30","11"
"USW00014739","BOSTON, MA US","2017-12-31","12"
"USW00014739","BOSTON, MA US","2018-01-01","6"
"USW00014739","BOSTON, MA US","2018-01-02","10"
"USW00014739","BOSTON, MA US","2018-01-03","21"
"USW00014739","BOSTON, MA US","2018-01-04","26"
"USW00014739","BOSTON, MA US","2018-01-05","18"
"USW00014739","BOSTON, MA US","2018-01-06","8"
"USW00014739","BOSTON, MA US","2018-01-07","5"
"USW00014739","BOSTON, MA US","2018-01-08","24"
"USW00014739","BOSTON, MA US","2018-01-09","35"
"USW00014739","BOSTON, MA US","2018-01-10","31"
"USW00014739","BOSTON, MA US","2018-01-11","39"
"USW00014739","BOSTON, MA US","2018-01-12","50"
"USW00014739","BOSTON, MA US","2018-01-13","50"
"USW00014739","BOSTON, MA US","2018-01-14","19"
"USW00014739","BOSTON, MA US","2018-01-15","16"
"USW00014739","BOSTON, MA US","2018-01-16","24"
"USW00014739","BOSTON, MA US","2018-01-17","32"
"USW00014739","BOSTON, MA US","2018-01-18","28"
"USW00014739","BOSTON, MA US","2018-01-19","28"
"USW00014739","BOSTON, MA US","2018-01-20","37"
"USW00014739","BOSTON, MA US","2018-01-21","42"
"USW00014739","BOSTON, MA US","2018-01-22","36"
"USW00014739","BOSTON, MA US","2018-01-23","38"
"USW00014739","BOSTON, MA US","2018-01-24","38"
"USW00014739","BOSTON, MA US","2018-01-25","26"
"USW00014739","BOSTON, MA US","2018-01-26","25"
"USW00014739","BOSTON, MA US","2018-01-27","36"
"USW00014739","BOSTON, MA US","2018-01-28","49"
"USW00014739","BOSTON, MA US","2018-01-29","38"
"USW00014739","BOSTON, MA US","2018-01-30","27"
"USW00014739","BOSTON, MA US","2018-01-31","24"
"USW00014739","BOSTON, MA US","2018-02-01","35"
"USW00014739","BOSTON, MA US","2018-02-02","32"
"USW00014739","BOSTON, MA US","2018-02-03","17"
"USW00014739","BOSTON, MA US","2018-02-04","32"
"USW00014739","BOSTON, MA US","2018-02-05","40"
"USW00014739","BOSTON, MA US","2018-02-06","27"
"USW00014739","BOSTON, MA US","2018-02-07","30"
"USW00014739","BOSTON, MA US","2018-02-08","30"
"USW00014739","BOSTON, MA US","2018-02-09","27"
"USW00014739","BOSTON, MA US","2018-02-10","39"
"USW00014739","BOSTON, MA US","2018-02-11","43"
"USW00014739","BOSTON, MA US","2018-02-12","41"
"USW00014739","BOSTON, MA US","2018-02-13","30"
"USW00014739","BOSTON, MA US","2018-02-14","35"
"USW00014739","BOSTON, MA US","2018-02-15","42"
"USW00014739","BOSTON, MA US","2018-02-16","49"
"USW00014739","BOSTON, MA US","2018-02-17","33"
"USW00014739","BOSTON, MA US","2018-02-18","36"
"USW00014739","BOSTON, MA US","2018-02-19","38"
"USW00014739","BOSTON, MA US","2018-02-20","55"
"USW00014739","BOSTON, MA US","2018-02-21","56"
"USW00014739","BOSTON, MA US","2018-02-22","46"
"USW00014739","BOSTON, MA US","2018-02-23","35"
"USW00014739","BOSTON, MA US","2018-02-24","45"
"USW00014739","BOSTON, MA US","2018-02-25","40"
"USW00014739","BOSTON, MA US","2018-02-26","43"
"USW00014739","BOSTON, MA US","2018-02-27","44"
"USW00014739","BOSTON, MA US","2018-02-28","47"
"USW00014739","BOSTON, MA US","2018-03-01","47"
"USW00014739","BOSTON, MA US","2018-03-02","40"
"USW00014739","BOSTON, MA US","2018-03-03","40"
"USW00014739","BOSTON, MA US","2018-03-04","39"
"USW00014739","BOSTON, MA US","2018-03-05","37"
"USW00014739","BOSTON, MA US","2018-03-06","35"
"USW00014739","BOSTON, MA US","2018-03-07","36"
"USW00014739","BOSTON, MA US","2018-03-08","34"
"USW00014739","BOSTON, MA US","2018-03-09","34"
"USW00014739","BOSTON, MA US","2018-03-10","36"
"USW00014739","BOSTON, MA US","2018-03-11","37"
"USW00014739","BOSTON, MA US","2018-03-12","37"
"USW00014739","BOSTON, MA US","2018-03-13","33"
"USW00014739","BOSTON, MA US","2018-03-14","33"
"USW00014739","BOSTON, MA US","2018-03-15","36"
"USW00014739","BOSTON, MA US","2018-03-16","35"
"USW00014739","BOSTON, MA US","2018-03-17","31"
"USW00014739","BOSTON, MA US","2018-03-18","23"
"USW00014739","BOSTON, MA US","2018-03-19","28"
"USW00014739","BOSTON, MA US","2018-03-20","31"
"USW00014739","BOSTON, MA US","2018-03-21","34"
"USW00014739","BOSTON, MA US","2018-03-22","36"
"USW00014739","BOSTON, MA US","2018-03-23","38"
"USW00014739","BOSTON, MA US","2018-03-24","40"
"USW00014739","BOSTON, MA US","2018-03-25","36"
"USW00014739","BOSTON, MA US","2018-03-26","35"
"USW00014739","BOSTON, MA US","2018-03-27","35"
