"STATION","NAME","DATE","TAVG"
"USW00014739","BOSTON, MA US","2018-03-28","41"
"USW00014739","BOSTON, MA US","2018-03-29","43"
"USW00014739","BOSTON, MA US","2018-03-30","52"
"USW00014739","BOSTON, MA US","2018-03-31","47"
"USW00014739","BOSTON, MA US","2018-04-01","48"
"USW00014739","BOSTON, MA US","2018-04-02","37"
"USW00014739","BOSTON, MA US","2018-04-03","38"
"USW00014739","BOSTON, MA US","2018-04-04","44"
"USW00014739","BOSTON, MA US","2018-04-05","38"
"USW00014739","BOSTON, MA US","2018-04-06","34"
"USW00014739","BOSTON, MA US","2018-04-07","41"
"USW00014739","BOSTON, MA US","2018-04-08","37"
"USW00014739","BOSTON, MA US","2018-04-09","37"
"USW00014739","BOSTON, MA US","2018-04-10","38"
"USW00014739","BOSTON, MA US","2018-04-11","37"
"USW00014739","BOSTON, MA US","2018-04-12","43"
"USW00014739","BOSTON, MA US","2018-04-13","55"
"USW00014739","BOSTON, MA US","2018-04-14","47"
"USW00014739","BOSTON, MA US","2018-04-15","36"
"USW00014739","BOSTON, MA US","2018-04-16","40"
"USW00014739","BOSTON, MA US","2018-04-17","47"
"USW00014739","BOSTON, MA US","2018-04-18","44"
"USW00014739","BOSTON, MA US","2018-04-19","42"
"USW00014739","BOSTON, MA US","2018-04-20","44"
"USW00014739","BOSTON, MA US","2018-04-21","47"
"USW00014739","BOSTON, MA US","2018-04-22","51"
"USW00014739","BOSTON, MA US","2018-04-23","50"
"USW00014739","BOSTON, MA US","2018-04-24","54"
"USW00014739","BOSTON, MA US","2018-04-25","50"
"USW00014739","BOSTON, MA US","2018-04-26","57"
"USW00014739","BOSTON, MA US","2018-04-27","52"
"USW00014739","BOSTON, MA US","2018-04-28","53"
"USW00014739","BOSTON, MA US","2018-04-29","55"
"USW00014739","BOSTON, MA US","2018-04-30","45"
"USW00014739","BOSTON, MA US","2018-05-01","51"
"USW00014739","BOSTON, MA US","2018-05-02","71"
"USW00014739","BOSTON, MA US","2018-05-03","74"
"USW00014739","BOSTON, MA US","2018-05-04","69"
"USW00014739","BOSTON, MA US","2018-05-05","69"
"USW00014739","BOSTON, MA US","2018-05-06","62"
"USW00014739","BOSTON, MA US","2018-05-07","53"
"USW00014739","BOSTON, MA US","2018-05-08","50"
"USW00014739","BOSTON, MA US","2018-05-09","55"
"USW00014739","BOSTON, MA US","2018-05-10","52"
"USW00014739","BOSTON, MA US","2018-05-11","63"
"USW00014739","BOSTON, MA US","2018-05-12","51"
"USW00014739","BOSTON, MA US","2018-05-13","50"
"USW00014739","BOSTON, MA US","2018-05-14","56"
"USW00014739","BOSTON, MA US","2018-05-15","66"
"USW00014739","BOSTON, MA US","2018-05-16","56"
"USW00014739","BOSTON, MA US","2018-05-17","58"
"USW00014739","BOSTON, MA US","2018-05-18","58"
"USW00014739","BOSTON, MA US","2018-05-19","50"
"USW00014739","BOSTON, MA US","2018-05-20","65"
"USW00014739","BOSTON, MA US","2018-05-21","67"
"USW00014739","BOSTON, MA US","2018-05-22","62"
"USW00014739","BOSTON, MA US","2018-05-23","63"
"USW00014739","BOSTON, MA US","2018-05-24","61"
"USW00014739","BOSTON, MA US","2018-05-25","70"
"USW00014739","BOSTON, MA US","2018-05-26","78"
"USW00014739","BOSTON, MA US","2018-05-27","57"
"USW00014739","BOSTON, MA US","2018-05-28","52"
"USW00014739","BOSTON, MA US","2018-05-29","67"
"USW00014739","BOSTON, MA US","2018-05-30","65"
"USW00014739","BOSTON, MA US","2018-05-31","66"
"USW00014739","BOSTON, MA US","2018-06-01","70"
"USW00014739","BOSTON, MA US","2018-06-02","73"
"USW00014739","BOSTON, MA US","2018-06-03","58"
"USW00014739","BOSTON, MA US","2018-06-04","52"
"USW00014739","BOSTON, MA US","2018-06-05","53"
"USW00014739","BOSTON, MA US","2018-06-06","56"
"USW00014739","BOSTON, MA US","2018-06-07","61"
"USW00014739","BOSTON, MA US","2018-06-08","65"
"USW00014739","BOSTON, MA US","2018-06-09","72"
"USW00014739","BOSTON, MA US","2018-06-10","68"
"USW00014739","BOSTON, MA US","2018-06-11","62"
"USW00014739","BOSTON, MA US","2018-06-12","65"
"USW00014739","BOSTON, MA US","2018-06-13","67"
"USW00014739","BOSTON, MA US","2018-06-14","73"
"USW00014739","BOSTON, MA US","2018-06-15","59"
"USW00014739","BOSTON, MA US","2018-06-16","70"
"USW00014739","BOSTON, MA US","2018-06-17","69"
"USW00014739","BOSTON, MA US","2018-06-18","75"
"USW00014739","BOSTON, MA US","2018-06-19","77"
"USW00014739","BOSTON, MA US","2018-06-20","73"
"USW00014739","BOSTON, MA US","2018-06-21","73"
"USW00014739","BOSTON, MA US","2018-06-22","66"
"USW00014739","BOSTON, MA US","2018-06-23","63"
"USW00014739","BOSTON, MA US","2018-06-24","65"
"USW00014739","BOSTON, MA US","2018-06-25","68"
"USW00014739","BOSTON, MA US","2018-06-26","67"
"USW00014739","BOSTON, MA US","2018-06-27","71"
"USW00014739","BOSTON, MA US","2018-06-28","71"
"USW00014739","BOSTON, MA US","2018-06-29","78"
"USW00014739","BOSTON, MA US","2018-06-30","81"
"USW00014739","BOSTON, MA US","2018-07-01","82"
"USW00014739","BOSTON, MA US","2018-07-02","73"
"USW00014739","BOSTON, MA US","2018-07-03","84"
"USW00014739","BOSTON, MA US","2018-07-04","84"
"USW00014739","BOSTON, MA US","2018-07-05","84"
"USW00014739","BOSTON, MA US","2018-07-06","81"
"USW00014739","BOSTON, MA US","2018-07-07","70"
"USW00014739","BOSTON, MA US","2018-07-08","71"
"USW00014739","BOSTON, MA US","2018-07-09","77"
"USW00014739","BOSTON, MA US","2018-07-10","81"
"USW00014739","BOSTON, MA US","2018-07-11","74"
"USW00014739","BOSTON, MA US","2018-07-12","70"
"USW00014739","BOSTON, MA US","2018-07-13","70"
"USW00014739","BOSTON, MA US","2018-07-14","69"
"USW00014739","BOSTON, MA US","2018-07-15","72"
"USW00014739","BOSTON, MA US","2018-07-16","70"
"USW00014739","BOSTON, MA US","2018-07-17","77"
"USW00014739","BOSTON, MA US","2018-07-18","76"
"USW00014739","BOSTON, MA US","2018-07-19","72"
"USW00014739","BOSTON, MA US","2018-07-20","72"
"USW00014739","BOSTON, MA US","2018-07-21","69"
"USW00014739","BOSTON, MA US","2018-07-22","71"
"USW00014739","BOSTON, MA US","2018-07-23","78"
"USW00014739","BOSTON, MA US","2018-07-24","80"
"USW00014739","BOSTON, MA US","2018-07-25","79"
"USW00014739","BOSTON, MA US","2018-07-26","78"
"USW00014739","BOSTON, MA US","2018-07-27","79"
"USW00014739","BOSTON, MA US","2018-07-28","79"
"USW00014739","BOSTON, MA US","2018-07-29","79"
"USW00014739","BOSTON, MA US","2018-07-30","76"
"USW00014739","BOSTON, MA US","2018-07-31","75"
"USW00014739","BOSTON, MA US","2018-08-01","75"
"USW00014739","BOSTON, MA US","2018-08-02","84"
"USW00014739","BOSTON, MA US","2018-08-03","83"
"USW00014739","BOSTON, MA US","2018-08-04","78"
"USW00014739","BOSTON, MA US","2018-08-05","78"
"USW00014739","BOSTON, MA US","2018-08-06","84"
"USW00014739","BOSTON, MA US","2018-08-07","86"
"USW00014739","BOSTON, MA US","2018-08-08","80"
"USW00014739","BOSTON, MA US","2018-08-09","80"
"USW00014739","BOSTON, MA US","2018-08-10","79"
"USW00014739","BOSTON, MA US","2018-08-11","71"
"USW00014739","BOSTON, MA US","2018-08-12","70"
"USW00014739","BOSTON, MA US","2018-08-13","70"
"USW00014739","BOSTON, MA US","2018-08-14","72"
"USW00014739","BOSTON, MA US","2018-08-15","77"
"USW00014739","BOSTON, MA US","2018-08-16","84"
"USW00014739","BOSTON, MA US","2018-08-17","75"
"USW00014739","BOSTON, MA US","2018-08-18","78"
"USW00014739","BOSTON, MA US","2018-08-19","70"
"USW00014739","BOSTON, MA US","2018-08-20","70"
"USW00014739","BOSTON, MA US","2018-08-21","68"
"USW00014739","BOSTON, MA US","2018-08-22","72"
"USW00014739","BOSTON, MA US","2018-08-23","73"
"USW00014739","BOSTON, MA US","2018-08-24","73"
"USW00014739","BOSTON, MA US","2018-08-25","74"
"USW00014739","BOSTON, MA US","2018-08-26","73"
"USW00014739","BOSTON, MA US","2018-08-27","80"
"USW00014739","BOSTON, MA US","2018-08-28","85"
"USW00014739","BOSTON, MA US","2018-08-29","89"
"USW00014739","BOSTON, MA US","2018-08-30","83"
"USW00014739","BOSTON, MA US","2018-08-31","71"
"USW00014739","BOSTON, MA US","2018-09-01","68"
"USW00014739","BOSTON, MA US","2018-09-02","72"
"USW00014739","BOSTON, MA US","2018-09-03","81"
"USW00014739","BOSTON, MA US","2018-09-04","83"
"USW00014739","BOSTON, MA US","2018-09-05","79"
"USW00014739","BOSTON, MA US","2018-09-06","81"
"USW00014739","BOSTON, MA US","2018-09-07","71"
"USW00014739","BOSTON, MA US","2018-09-08","67"
"USW00014739","BOSTON, MA US","2018-09-09","61"
"USW00014739","BOSTON, MA US","2018-09-10","64"
"USW00014739","BOSTON, MA US","2018-09-11","67"
"USW00014739","BOSTON, MA US","2018-09-12","69"
"USW00014739","BOSTON, MA US","2018-09-13","68"
"USW00014739","BOSTON, MA US","2018-09-14","69"
"USW00014739","BOSTON, MA US","2018-09-15","67"
"USW00014739","BOSTON, MA US","2018-09-16","71"
"USW00014739","BOSTON, MA US","2018-09-17","74"
"USW00014739","BOSTON, MA US","2018-09-18","73"
"USW00014739","BOSTON, MA US","2018-09-19","66"
"USW00014739","BOSTON, MA US","2018-09-20","63"
"USW00014739","BOSTON, MA US","2018-09-21","65"
"USW00014739","BOSTON, MA US","2018-09-22","69"
"USW00014739","BOSTON, MA US","2018-09-23","59"
"USW00014739","BOSTON, MA US","2018-09-24","58"
"USW00014739","BOSTON, MA US","2018-09-25","60"
"USW00014739","BOSTON, MA US","2018-09-26","74"
"USW00014739","BOSTON, MA US","2018-09-27","68"
"USW00014739","BOSTON, MA US","2018-09-28","60"
"USW00014739","BOSTON, MA US","2018-09-29","63"
"USW00014739","BOSTON, MA US","2018-09-30","62"
"USW00014739","BOSTON, MA US","2018-10-01","62"
"USW00014739","BOSTON, MA US","2018-10-02","58"
"USW00014739","BOSTON, MA US","2018-10-03","59"
"USW00014739","BOSTON, MA US","2018-10-04","65"
"USW00014739","BOSTON, MA US","2018-10-05","62"
"USW00014739","BOSTON, MA US","2018-10-06","56"
"USW00014739","BOSTON, MA US","2018-10-07","67"
"USW00014739","BOSTON, MA US","2018-10-08","58"
"USW00014739","BOSTON, MA US","2018-10-09","67"
"USW00014739","BOSTON, MA US","2018-10-10","75"
"USW00014739","BOSTON, MA US","2018-10-11","65"
"USW00014739","BOSTON, MA US","2018-10-12","59"
"USW00014739","BOSTON, MA US","2018-10-13","52"
"USW00014739","BOSTON, MA US","2018-10-14","51"
"USW00014739","BOSTON, MA US","2018-10-15","54"
"USW00014739","BOSTON, MA US","2018-10-16","57"
"USW00014739","BOSTON, MA US","2018-10-17","52"
"USW00014739","BOSTON, MA US","2018-10-18","45"
"USW00014739","BOSTON, MA US","2018-10-19","48"
"USW00014739","BOSTON, MA US","2018-10-20","59"
"USW00014739","BOSTON, MA US","2018-10-21","49"
"USW00014739","BOSTON, MA US","2018-10-22","43"
"USW00014739","BOSTON, MA US","2018-10-23","49"
"USW00014739","BOSTON, MA US","2018-10-24","46"
"USW00014739","BOSTON, MA US","2018-10-25","44"
"USW00014739","BOSTON, MA US","2018-10-26","40"
"USW00014739","BOSTON, MA US","2018-10-27","47"
"USW00014739","BOSTON, MA US","2018-10-28","49"
"USW00014739","BOSTON, MA US","2018-10-29","52"
"USW00014739","BOSTON, MA US","2018-10-30","47"
"USW00014739","BOSTON, MA US","2018-10-31","45"
"USW00014739","BOSTON, MA US","2018-11-01","58"
"USW00014739","BOSTON, MA US","2018-11-02","61"
"USW00014739","BOSTON, MA US","2018-11-03","60"
"USW00014739","BOSTON, MA US","2018-11-04","49"
"USW00014739","BOSTON, MA US","2018-11-05","49"
"USW00014739","BOSTON, MA US","2018-11-06","51"
"USW00014739","BOSTON, MA US","2018-11-07","59"
"USW00014739","BOSTON, MA US","2018-11-08","52"
"USW00014739","BOSTON, MA US","2018-11-09","46"
"USW00014739","BOSTON, MA US","2018-11-10","48"
"USW00014739","BOSTON, MA US","2018-11-11","40"
"USW00014739","BOSTON, MA US","2018-11-12","41"
"USW00014739","BOSTON, MA US","2018-11-13","48"
"USW00014739","BOSTON, MA US","2018-11-14","38"
"USW00014739","BOSTON, MA US","2018-11-15","27"
"USW00014739","BOSTON, MA US","2018-11-16","38"
"USW00014739","BOSTON, MA US","2018-11-17","42"
"USW00014739","BOSTON, MA US","2018-11-18","41"
"USW00014739","BOSTON, MA US","2018-11-19","39"
"USW00014739","BOSTON, MA US","2018-11-20","39"
"USW00014739","BOSTON, MA US","2018-11-21","37"
"USW00014739","BOSTON, MA US","2018-11-22","21"
"USW00014739","BOSTON, MA US","2018-11-23","21"
"USW00014739","BOSTON, MA US","2018-11-24","35"
"USW00014739","BOSTON, MA US","2018-11-25","45"
"USW00014739","BOSTON, MA US","2018-11-26","45"
"USW00014739","BOSTON, MA US","2018-11-27","45"
"USW00014739","BOSTON, MA US","2018-11-28","40"
"USW00014739","BOSTON, MA US","2018-11-29","42"
"USW00014739","BOSTON, MA US","2018-11-30","38"
"USW00014739","BOSTON, MA US","2018-12-01","39"
"USW00014739","BOSTON, MA US","2018-12-02","44"
"USW00014739","BOSTON, MA US","2018-12-03","50"
"USW00014739","BOSTON, MA US","2018-12-04","40"
"USW00014739","BOSTON, MA US","2018-12-05","29"
"USW00014739","BOSTON, MA US","2018-12-06","35"
"USW00014739","BOSTON, MA US","2018-12-07","37"
"USW00014739","BOSTON, MA US","2018-12-08","26"
"USW00014739","BOSTON, MA US","2018-12-09","29"
"USW00014739","BOSTON, MA US","2018-12-10","33"
"USW00014739","BOSTON, MA US","2018-12-11","30"
"USW00014739","BOSTON, MA US","2018-12-12","34"
"USW00014739","BOSTON, MA US","2018-12-13","27"
"USW00014739","BOSTON, MA US","2018-12-14","36"
"USW00014739","BOSTON, MA US","2018-12-15","48"
"USW00014739","BOSTON, MA US","2018-12-16","44"
"USW00014739","BOSTON, MA US","2018-12-17","40"
"USW00014739","BOSTON, MA US","2018-12-18","33"
"USW00014739","BOSTON, MA US","2018-12-19","31"
"USW00014739","BOSTON, MA US","2018-12-20","39"
"USW00014739","BOSTON, MA US","2018-12-21","52"
"USW00014739","BOSTON, MA US","2018-12-22","52"
"USW00014739","BOSTON, MA US","2018-12-23","38"
"USW00014739","BOSTON, MA US","2018-12-24","35"
"USW00014739","BOSTON, MA US","2018-12-25","36"
"USW00014739","BOSTON, MA US","2018-12-26","32"
"USW00014739","BOSTON, MA US","2018-12-27","34"
"USW00014739","BOSTON, MA US","2018-12-28","41"
"USW00014739","BOSTON, MA US","2018-12-29","49"
"USW00014739","BOSTON, MA US","2018-12-30","32"
"USW00014739","BOSTON, MA US","2018-12-31","36"
"USW00014739","BOSTON, MA US","2019-01-01","47"
"USW00014739","BOSTON, MA US","2019-01-02","33"
"USW00014739","BOSTON, MA US","2019-01-03","38"
"USW00014739","BOSTON, MA US","2019-01-04","40"
"USW00014739","BOSTON, MA US","2019-01-05","41"
"USW00014739","BOSTON, MA US","2019-01-06","40"
"USW00014739","BOSTON, MA US","2019-01-07","26"
"USW00014739","BOSTON, MA US","2019-01-08","34"
"USW00014739","BOSTON, MA US","2019-01-09","40"
"USW00014739","BOSTON, MA US","2019-01-10","36"
"USW00014739","BOSTON, MA US","2019-01-11","27"
"USW00014739","BOSTON, MA US","2019-01-12","20"
"USW00014739","BOSTON, MA US","2019-01-13","22"
"USW00014739","BOSTON, MA US","2019-01-14","26"
"USW00014739","BOSTON, MA US","2019-01-15","30"
"USW00014739","BOSTON, MA US","2019-01-16","32"
"USW00014739","BOSTON, MA US","2019-01-17","27"
"USW00014739","BOSTON, MA US","2019-01-18","32"
"USW00014739","BOSTON, MA US","2019-01-19","33"
"USW00014739","BOSTON, MA US","2019-01-20","30"
"USW00014739","BOSTON, MA US","2019-01-21","9"
"USW00014739","BOSTON, MA US","2019-01-22","14"
"USW00014739","BOSTON, MA US","2019-01-23","29"
"USW00014739","BOSTON, MA US","2019-01-24","52"
"USW00014739","BOSTON, MA US","2019-01-25","39"
"USW00014739","BOSTON, MA US","2019-01-26","30"
"USW00014739","BOSTON, MA US","2019-01-27","35"
"USW00014739","BOSTON, MA US","2019-01-28","34"
"USW00014739","BOSTON, MA US","2019-01-29","28"
"USW00014739","BOSTON, MA US","2019-01-30","33"
"USW00014739","BOSTON, MA US","2019-01-31","12"
"USW00014739","BOSTON, MA US","2019-02-01","16"
"USW00014739","BOSTON, MA US","2019-02-02","22"
"USW00014739","BOSTON, MA US","2019-02-03","34"
"USW00014739","BOSTON, MA US","2019-02-04","45"
"USW00014739","BOSTON, MA US","2019-02-05","51"
"USW00014739","BOSTON, MA US","2019-02-06","40"
"USW00014739","BOSTON, MA US","2019-02-07","38"
"USW00014739","BOSTON, MA US","2019-02-08","43"
"USW00014739","BOSTON, MA US","2019-02-09","31"
"USW00014739","BOSTON, MA US","2019-02-10","30"
"USW00014739","BOSTON, MA US","2019-02-11","32"
"USW00014739","BOSTON, MA US","2019-02-12","26"
"USW00014739","BOSTON, MA US","2019-02-13","38"
"USW00014739","BOSTON, MA US","2019-02-14","35"
"USW00014739","BOSTON, MA US","2019-02-15","40"
"USW00014739","BOSTON, MA US","2019-02-16","43"
"USW00014739","BOSTON, MA US","2019-02-17","30"
"USW00014739","BOSTON, MA US","2019-02-18","30"
"USW00014739","BOSTON, MA US","2019-02-19","25"
"USW00014739","BOSTON, MA US","2019-02-20","26"
"USW00014739","BOSTON, MA US","2019-02-21","34"
"USW00014739","BOSTON, MA US","2019-02-22","42"
"USW00014739","BOSTON, MA US","2019-02-23","35"
"USW00014739","BOSTON, MA US","2019-02-24","39"
"USW00014739","BOSTON, MA US","2019-02-25","39"
"USW00014739","BOSTON, MA US","2019-02-26","29"
"USW00014739","BOSTON, MA US","2019-02-27","20"
"USW00014739","BOSTON, MA US","2019-02-28","24"
"USW00014739","BOSTON, MA US","2019-03-01","29"
"USW00014739","BOSTON, MA US","2019-03-02","33"
"USW00014739","BOSTON, MA US","2019-03-03","35"
"USW00014739","BOSTON, MA US","2019-03-04","36"
"USW00014739","BOSTON, MA US","2019-03-05","26"
"USW00014739","BOSTON, MA US","2019-03-06","24"
"USW00014739","BOSTON, MA US","2019-03-07","21"
"USW00014739","BOSTON, MA US","2019-03-08","27"
"USW00014739","BOSTON, MA US","2019-03-09","34"
"USW00014739","BOSTON, MA US","2019-03-10","35"
"USW00014739","BOSTON, MA US","2019-03-11","43"
"USW00014739","BOSTON, MA US","2019-03-12","40"
"USW00014739","BOSTON, MA US","2019-03-13","36"
"USW00014739","BOSTON, MA US","2019-03-14","41"
"USW00014739","BOSTON, MA US","2019-03-15","52"
"USW00014739","BOSTON, MA US","2019-03-16","50"
"USW00014739","BOSTON, MA US","2019-03-17","38"
"USW00014739","BOSTON, MA US","2019-03-18","36"
"USW00014739","BOSTON, MA US","2019-03-19","39"
"USW00014739","BOSTON, MA US","2019-03-20","40"
"USW00014739","BOSTON, MA US","2019-03-21","43"
"USW00014739","BOSTON, MA US","2019-03-22","41"
"USW00014739","BOSTON, MA US","2019-03-23","41"
"USW00014739","BOSTON, MA US","2019-03-24","44"
"USW00014739","BOSTON, MA US","2019-03-25","47"
"USW00014739","BOSTON, MA US","2019-03-26","37"
"USW00014739","BOSTON, MA US","2019-03-27","36"
"USW00014739","BOSTON, MA US","2019-03-28","41"
"USW00014739","BOSTON, MA US","2019-03-29","49"
"USW00014739","BOSTON, MA US","2019-03-30","51"
"USW00014739","BOSTON, MA US","2019-03-31","58"
"USW00014739","BOSTON, MA US","2019-04-01","42"
"USW00014739","BOSTON, MA US","2019-04-02","42"
"USW00014739","BOSTON, MA US","2019-04-03","47"
"USW00014739","BOSTON, MA US","2019-04-04","46"
"USW00014739","BOSTON, MA US","2019-04-05","40"
"USW00014739","BOSTON, MA US","2019-04-06","47"
"USW00014739","BOSTON, MA US","2019-04-07","55"
"USW00014739","BOSTON, MA US","2019-04-08","47"
"USW00014739","BOSTON, MA US","2019-04-09","38"
"USW00014739","BOSTON, MA US","2019-04-10","42"
"USW00014739","BOSTON, MA US","2019-04-11","42"
"USW00014739","BOSTON, MA US","2019-04-12","47"
"USW00014739","BOSTON, MA US","2019-04-13","62"
"USW00014739","BOSTON, MA US","2019-04-14","59"
"USW00014739","BOSTON, MA US","2019-04-15","56"
"USW00014739","BOSTON, MA US","2019-04-16","50"
"USW00014739","BOSTON, MA US","2019-04-17","51"
"USW00014739","BOSTON, MA US","2019-04-18","48"
"USW00014739","BOSTON, MA US","2019-04-19","67"
"USW00014739","BOSTON, MA US","2019-04-20","68"
"USW00014739","BOSTON, MA US","2019-04-21","61"
"USW00014739","BOSTON, MA US","2019-04-22","55"
"USW00014739","BOSTON, MA US","2019-04-23","51"
"USW00014739","BOSTON, MA US","2019-04-24","55"
"USW00014739","BOSTON, MA US","2019-04-25","51"
"USW00014739","BOSTON, MA US","2019-04-26","49"
"USW00014739","BOSTON, MA US","2019-04-27","50"
"USW00014739","BOSTON, MA US","2019-04-28","49"
"USW00014739","BOSTON, MA US","2019-04-29","52"
"USW00014739","BOSTON, MA US","2019-04-30","49"
"USW00014739","BOSTON, MA US","2019-05-01","51"
"USW00014739","BOSTON, MA US","2019-05-02","48"
"USW00014739","BOSTON, MA US","2019-05-03","48"
"USW00014739","BOSTON, MA US","2019-05-04","52"
"USW00014739","BOSTON, MA US","2019-05-05","50"
"USW00014739","BOSTON, MA US","2019-05-06","52"
"USW00014739","BOSTON, MA US","2019-05-07","58"
"USW00014739","BOSTON, MA US","2019-05-08","58"
"USW00014739","BOSTON, MA US","2019-05-09","52"
"USW00014739","BOSTON, MA US","2019-05-10","55"
"USW00014739","BOSTON, MA US","2019-05-11","64"
"USW00014739","BOSTON, MA US","2019-05-12","51"
"USW00014739","BOSTON, MA US","2019-05-13","49"
"USW00014739","BOSTON, MA US","2019-05-14","45"
"USW00014739","BOSTON, MA US","2019-05-15","51"
"USW00014739","BOSTON, MA US","2019-05-16","57"
"USW00014739","BOSTON, MA US","2019-05-17","55"
"USW00014739","BOSTON, MA US","2019-05-18","62"
"USW00014739","BOSTON, MA US","2019-05-19","60"
"USW00014739","BOSTON, MA US","2019-05-20","73"
"USW00014739","BOSTON, MA US","2019-05-21","67"
"USW00014739","BOSTON, MA US","2019-05-22","61"
"USW00014739","BOSTON, MA US","2019-05-23","61"
"USW00014739","BOSTON, MA US","2019-05-24","65"
"USW00014739","BOSTON, MA US","2019-05-25","61"
"USW00014739","BOSTON, MA US","2019-05-26","71"
"USW00014739","BOSTON, MA US","2019-05-27","69"
"USW00014739","BOSTON, MA US","2019-05-28","58"
"USW00014739","BOSTON, MA US","2019-05-29","52"
"USW00014739","BOSTON, MA US","2019-05-30","56"
"USW00014739","BOSTON, MA US","2019-05-31","63"
"USW00014739","BOSTON, MA US","2019-06-01","60"
"USW00014739","BOSTON, MA US","2019-06-02","56"
"USW00014739","BOSTON, MA US","2019-06-03","64"
"USW00014739","BOSTON, MA US","2019-06-04","63"
"USW00014739","BOSTON, MA US","2019-06-05","71"
"USW00014739","BOSTON, MA US","2019-06-06","70"
"USW00014739","BOSTON, MA US","2019-06-07","68"
"USW00014739","BOSTON, MA US","2019-06-08","68"
"USW00014739","BOSTON, MA US","2019-06-09","67"
"USW00014739","BOSTON, MA US","2019-06-10","66"
"USW00014739","BOSTON, MA US","2019-06-11","70"
"USW00014739","BOSTON, MA US","2019-06-12","68"
"USW00014739","BOSTON, MA US","2019-06-13","59"
"USW00014739","BOSTON, MA US","2019-06-14","63"
"USW00014739","BOSTON, MA US","2019-06-15","72"
"USW00014739","BOSTON, MA US","2019-06-16","69"
"USW00014739","BOSTON, MA US","2019-06-17","69"
"USW00014739","BOSTON, MA US","2019-06-18","67"
"USW00014739","BOSTON, MA US","2019-06-19","64"
"USW00014739","BOSTON, MA US","2019-06-20","66"
"USW00014739","BOSTON, MA US","2019-06-21","68"
"USW00014739","BOSTON, MA US","2019-06-22","72"
"USW00014739","BOSTON, MA US","2019-06-23","74"
"USW00014739","BOSTON, MA US","2019-06-24","75"
"USW00014739","BOSTON, MA US","2019-06-25","67"
"USW00014739","BOSTON, MA US","2019-06-26","69"
"USW00014739","BOSTON, MA US","2019-06-27","65"
"USW00014739","BOSTON, MA US","2019-06-28","71"
"USW00014739","BOSTON, MA US","2019-06-29","77"
"USW00014739","BOSTON, MA US","2019-06-30","73"
"USW00014739","BOSTON, MA US","2019-07-01","71"
"USW00014739","BOSTON, MA US","2019-07-02","79"
"USW00014739","BOSTON, MA US","2019-07-03","80"
"USW00014739","BOSTON, MA US","2019-07-04","79"
"USW00014739","BOSTON, MA US","2019-07-05","81"
"USW00014739","BOSTON, MA US","2019-07-06","82"
"USW00014739","BOSTON, MA US","2019-07-07","73"
"USW00014739","BOSTON, MA US","2019-07-08","71"
"USW00014739","BOSTON, MA US","2019-07-09","78"
"USW00014739","BOSTON, MA US","2019-07-10","80"
"USW00014739","BOSTON, MA US","2019-07-11","77"
"USW00014739","BOSTON, MA US","2019-07-12","74"
"USW00014739","BOSTON, MA US","2019-07-13","78"
"USW00014739","BOSTON, MA US","2019-07-14","83"
"USW00014739","BOSTON, MA US","2019-07-15","79"
"USW00014739","BOSTON, MA US","2019-07-16","80"
"USW00014739","BOSTON, MA US","2019-07-17","83"
"USW00014739","BOSTON, MA US","2019-07-18","73"
"USW00014739","BOSTON, MA US","2019-07-19","75"
"USW00014739","BOSTON, MA US","2019-07-20","89"
"USW00014739","BOSTON, MA US","2019-07-21","90"
"USW00014739","BOSTON, MA US","2019-07-22","81"
"USW00014739","BOSTON, MA US","2019-07-23","67"
"USW00014739","BOSTON, MA US","2019-07-24","71"
"USW00014739","BOSTON, MA US","2019-07-25","73"
"USW00014739","BOSTON, MA US","2019-07-26","75"
"USW00014739","BOSTON, MA US","2019-07-27","75"
"USW00014739","BOSTON, MA US","2019-07-28","79"
"USW00014739","BOSTON, MA US","2019-07-29","84"
"USW00014739","BOSTON, MA US","2019-07-30","85"
"USW00014739","BOSTON, MA US","2019-07-31","82"
"USW00014739","BOSTON, MA US","2019-08-01","80"
"USW00014739","BOSTON, MA US","2019-08-02","77"
"USW00014739","BOSTON, MA US","2019-08-03","77"
"USW00014739","BOSTON, MA US","2019-08-04","77"
"USW00014739","BOSTON, MA US","2019-08-05","72"
"USW00014739","BOSTON, MA US","2019-08-06","71"
"USW00014739","BOSTON, MA US","2019-08-07","76"
"USW00014739","BOSTON, MA US","2019-08-08","78"
"USW00014739","BOSTON, MA US","2019-08-09","78"
"USW00014739","BOSTON, MA US","2019-08-10","76"
"USW00014739","BOSTON, MA US","2019-08-11","72"
"USW00014739","BOSTON, MA US","2019-08-12","77"
"USW00014739","BOSTON, MA US","2019-08-13","78"
"USW00014739","BOSTON, MA US","2019-08-14","72"
"USW00014739","BOSTON, MA US","2019-08-15","66"
"USW00014739","BOSTON, MA US","2019-08-16","68"
"USW00014739","BOSTON, MA US","2019-08-17","69"
"USW00014739","BOSTON, MA US","2019-08-18","73"
"USW00014739","BOSTON, MA US","2019-08-19","82"
"USW00014739","BOSTON, MA US","2019-08-20","79"
"USW00014739","BOSTON, MA US","2019-08-21","76"
"USW00014739","BOSTON, MA US","2019-08-22","80"
"USW00014739","BOSTON, MA US","2019-08-23","78"
"USW00014739","BOSTON, MA US","2019-08-24","69"
"USW00014739","BOSTON, MA US","2019-08-25","66"
"USW00014739","BOSTON, MA US","2019-08-26","64"
