st_loc,ptype,0
AYR RD,104.0,2
AYR RD,112.0,2
B ST,13.0,2
B ST,101.0,6
B ST,132.0,2
B ST,311.0,1
B ST,316.0,1
B ST,317.0,1
B ST,319.0,1
B ST,332.0,1
B ST,390.0,3
B ST,391.0,1
B ST,400.0,1
B ST,404.0,1
B ST,908.0,1
B ST,929.0,1
B ST,986.0,9
BABBITT ST,977.0,3
BABCOCK ST,947.0,1
BABCOCK ST,977.0,1
BABSON ST,101.0,17
BABSON ST,104.0,9
BABSON ST,105.0,3
BABSON ST,106.0,1
BABSON ST,130.0,1
BABSON ST,132.0,1
BABSON ST,317.0,1
BABSON ST,337.0,1
BABSON ST,902.0,1
BABSON ST,970.0,1
BABSON ST,976.0,1
BABSON ST,985.0,4
BACK ST,131.0,1
BACK ST,985.0,1
BADGER PL,101.0,1
BADGER PL,106.0,1
BADGER PL,130.0,2
BADGER RD,101.0,31
BAGNAL ST,101.0,1
BAGNAL ST,104.0,4
BAILEY ST,101.0,16
BAILEY ST,104.0,7
BAILEY ST,105.0,25
BAILEY ST,111.0,2
BAILEY ST,112.0,1
BAILEY ST,132.0,1
BAILEY ST,353.0,1
BAILEY ST,390.0,1
BAILEY ST,950.0,1
BAIRD ST,105.0,13
BAIRD ST,121.0,1
BAIRD ST,132.0,4
BAIRD ST,317.0,1
BAIRD ST,902.0,1
BAKER AV,101.0,4
BAKER AV,104.0,1
BAKER AV,132.0,2
BAKER CT,101.0,2
BAKER CT,104.0,2
BAKER CT,106.0,1
BAKER CT,111.0,1
BAKER CT,112.0,1
BAKER PL,101.0,3
BAKER PL,104.0,3
BAKER PL,111.0,1
BAKER PL,132.0,2
BAKER ST,13.0,1
BAKER ST,101.0,96
BAKER ST,104.0,23
BAKER ST,105.0,2
BAKER ST,106.0,1
BAKER ST,111.0,2
BAKER ST,113.0,4
BAKER ST,130.0,3
BAKER ST,132.0,9
BAKER ST,311.0,1
BAKER ST,319.0,2
BAKER ST,326.0,1
BAKER ST,337.0,1
BAKER ST,424.0,1
BAKER ST,902.0,3
BAKER ST,904.0,1
BAKER ST,905.0,1
BAKER ST,906.0,1
BAKER ST,976.0,1
BAKER ST,983.0,1
BAKER ST,985.0,7
BAKERS AL,13.0,1
BAKERSFIELD ST,101.0,3
BAKERSFIELD ST,104.0,3
BAKERSFIELD ST,105.0,5
BAKERSFIELD ST,106.0,1
BAKERSFIELD ST,125.0,1
BAKERSFIELD ST,902.0,1
BALDWIN PL,13.0,1
BALDWIN PL,31.0,1
BALDWIN PL,104.0,2
BALDWIN PL,111.0,5
BALDWIN PL,337.0,2
BALDWIN ST,101.0,38
BALDWIN ST,104.0,9
BALDWIN ST,105.0,5
BALDWIN ST,130.0,4
BALDWIN ST,337.0,1
BALDWIN ST,986.0,1
BALFOUR ST,31.0,1
BALFOUR ST,101.0,2
BALFOUR ST,105.0,8
BALFOUR ST,132.0,2
BALINA PL,104.0,1
BALINA PL,105.0,1
BALINA PL,130.0,1
BALL ST,31.0,1
BALL ST,908.0,1
BALLARD ST,101.0,2
BALLARD ST,104.0,2
BALLARD ST,105.0,4
BALLARD WY,104.0,1
BALLIN PL,986.0,1
BALLOU AV,101.0,6
BALLOU AV,104.0,22
BALLOU AV,105.0,13
BALLOU AV,106.0,2
BALLOU AV,111.0,3
BALLOU AV,130.0,1
BALLOU AV,132.0,14
BALLOU AV,902.0,8
BALLOU PL,101.0,1
BALMORAL PK,104.0,3
BALSAM ST,101.0,14
BALSAM ST,905.0,1
BALSAM ST,970.0,2
BANCROFT ST,101.0,2
BANCROFT ST,104.0,1
BANCROFT ST,125.0,1
BANFIELD AV,101.0,14
BANFIELD AV,132.0,1
BANGOR RD,101.0,9
BANKS ST,101.0,2
BANKS ST,130.0,1
BANKS ST,132.0,1
BANTON ST,105.0,4
BANTON ST,132.0,1
BANTON ST,317.0,2
BANTON ST,412.0,1
BANTRY WY,101.0,4
BANTRY WY,104.0,2
BARBARA ST,104.0,1
BARBARA ST,337.0,1
BARCLAY RD,101.0,10
BARD AV,105.0,1
BARD AV,132.0,3
BARDWELL ST,101.0,3
BARDWELL ST,104.0,6
BARDWELL ST,105.0,5
BARDWELL ST,111.0,1
BARDWELL ST,132.0,1
BARDWELL ST,985.0,1
BARKER ST,101.0,1
BARKER ST,104.0,1
BARLOW ST,132.0,2
BARLOW ST,902.0,4
BARNA RD,101.0,14
BARNARD PL,101.0,12
BARNES AV,101.0,12
BARNES AV,104.0,24
BARNES AV,105.0,17
BARNES AV,106.0,1
BARNES AV,132.0,2
BARNES AV,985.0,2
BARNES AV,986.0,1
BARRETT AV,101.0,1
BARRETT AV,105.0,1
BARRETT AV,132.0,4
BARRINGTON RD,101.0,5
BARRINGTON RD,104.0,3
BARROWS ST,13.0,1
BARROWS ST,104.0,1
BARROWS ST,105.0,2
BARROWS ST,112.0,2
BARRY PK,101.0,2
BARRY PK,104.0,1
BARRY ST,101.0,5
BARRY ST,104.0,11
BARRY ST,105.0,21
BARRY ST,106.0,3
BARRY ST,111.0,1
BARRY ST,130.0,1
BARRY ST,132.0,3
BARRY ST,319.0,1
BARRY ST,986.0,1
BARSTOW ST,101.0,4
BARSTOW ST,104.0,1
BARTLETT AV,101.0,2
BARTLETT AV,106.0,1
BARTLETT AV,132.0,2
BARTLETT PL,111.0,3
BARTLETT SQ,337.0,2
BARTLETT SQ,344.0,1
BARTLETT ST,13.0,7
BARTLETT ST,101.0,35
BARTLETT ST,104.0,4
BARTLETT ST,105.0,12
BARTLETT ST,106.0,1
BARTLETT ST,111.0,1
BARTLETT ST,130.0,4
BARTLETT ST,132.0,3
BARTLETT ST,391.0,7
BARTLETT ST,903.0,1
BARTLETT ST,985.0,1
BARTON ST,985.0,2
BASILE ST,101.0,5
BASILE ST,104.0,3
BASILE ST,117.0,1
BASILE ST,976.0,1
BASTO TE,101.0,8
BASTO TE,104.0,4
BATCHELDER ST,101.0,3
BATCHELDER ST,104.0,4
BATCHELDER ST,105.0,5
BATCHELDER ST,106.0,1
BATCHELDER ST,111.0,1
BATCHELDER ST,132.0,3
BATCHELDER ST,391.0,2
BATCHELDER ST,402.0,1
BATCHELDER ST,906.0,1
BATCHELDER ST,908.0,1
BATEMAN ST,101.0,36
BATEMAN ST,104.0,15
BATEMAN ST,106.0,1
BATEMAN ST,132.0,1
BATESWELL RD,101.0,12
BATTERY ST,111.0,3
BATTERY ST,112.0,3
BATTERYMARCH ST,13.0,1
BATTERYMARCH ST,31.0,1
BATTERYMARCH ST,300.0,1
BATTERYMARCH ST,326.0,1
BATTERYMARCH ST,337.0,1
BATTERYMARCH ST,344.0,2
BAXTER ST,101.0,12
BAXTER ST,104.0,5
BAXTER ST,105.0,4
BAXTER ST,106.0,1
BAXTER ST,132.0,13
BAXTER ST,391.0,17
BAY ST,101.0,2
BAY ST,105.0,2
BAY ST,125.0,3
BAY ST,317.0,1
BAY ST,343.0,1
BAY ST,403.0,1
BAY STATE PL,101.0,1
BAY STATE PL,104.0,3
BAY STATE RD,13.0,2
BAY STATE RD,31.0,1
BAY STATE RD,101.0,1
BAY STATE RD,104.0,1
BAY STATE RD,111.0,2
BAY STATE RD,112.0,13
BAY STATE RD,121.0,2
BAY STATE RD,123.0,6
BAY STATE RD,302.0,1
BAY STATE RD,904.0,31
BAY STATE RD,906.0,1
BAY STATE RD,937.0,1
BAY STATE RD,950.0,1
BAY STATE RD,951.0,4
BAY STATE RD,977.0,77
BAY STATE RD,985.0,4
BAY STATE RD,986.0,3
BAY VIEW PL,101.0,3
BAY VIEW PL,106.0,1
BAYARD ST,101.0,2
BAYARD ST,104.0,16
BAYARD ST,105.0,1
BAYARD ST,132.0,1
BAYSIDE ST,105.0,7
BAYSWATER ST,101.0,10
BAYSWATER ST,104.0,27
BAYSWATER ST,105.0,8
BAYSWATER ST,132.0,1
BAYSWATER ST,384.0,1
BEACH ST,31.0,13
BEACH ST,101.0,2
BEACH ST,104.0,4
BEACH ST,132.0,1
BEACH ST,326.0,2
BEACH ST,336.0,1
BEACH ST,344.0,1
BEACH ST,907.0,1
BEACHVIEW RD,101.0,22
BEACHVIEW RD,104.0,9
BEACHVIEW RD,105.0,2
BEACHVIEW RD,130.0,2
BEACHVIEW RD,132.0,1
BEACHVIEW RD,976.0,1
BEACON ST,13.0,12
BEACON ST,31.0,5
BEACON ST,101.0,59
BEACON ST,104.0,19
BEACON ST,105.0,13
BEACON ST,106.0,2
BEACON ST,111.0,23
BEACON ST,112.0,69
BEACON ST,113.0,1
BEACON ST,121.0,8
BEACON ST,122.0,2
BEACON ST,123.0,8
BEACON ST,124.0,1
BEACON ST,130.0,1
BEACON ST,132.0,4
BEACON ST,300.0,1
BEACON ST,302.0,2
BEACON ST,319.0,4
BEACON ST,320.0,1
BEACON ST,322.0,1
BEACON ST,326.0,1
BEACON ST,328.0,2
BEACON ST,329.0,1
BEACON ST,337.0,1
BEACON ST,341.0,1
BEACON ST,342.0,1
BEACON ST,344.0,10
BEACON ST,346.0,2
BEACON ST,347.0,1
BEACON ST,348.0,1
BEACON ST,387.0,2
BEACON ST,391.0,1
BEACON ST,424.0,1
BEACON ST,902.0,2
BEACON ST,904.0,26
BEACON ST,905.0,2
BEACON ST,906.0,1
BEACON ST,945.0,1
BEACON ST,950.0,1
BEACON ST,976.0,1
BEACON ST,977.0,22
BEACON ST,985.0,17
BEACON ST,986.0,1
BEAL PL,132.0,2
BEALE ST,13.0,1
BEALE ST,105.0,2
BEALE ST,121.0,2
BEALE ST,132.0,1
BEALE ST,985.0,1
BEARSE AV,101.0,10
BEARSE AV,104.0,9
BEARSE AV,105.0,3
BEARSE AV,132.0,5
BEARSE AV,901.0,1
BEARSE AV,985.0,1
BEARSE AV,986.0,1
BEAUFIELD ST,101.0,9
BEAUFIELD ST,132.0,3
BEAUFORT RD,101.0,1
BEAUMONT ST,101.0,18
BEAUMONT ST,104.0,10
BEAUMONT ST,105.0,3
BEAUMONT ST,132.0,2
BEAVER PL,101.0,4
BEAVER PL,106.0,1
BEAVER ST,101.0,28
BEAVER ST,104.0,8
BEAVER ST,105.0,2
BEAVER ST,132.0,1
BEAVER ST,902.0,1
BECKET ST,101.0,4
BECKET ST,104.0,5
BECKET ST,105.0,5
BECKET ST,132.0,2
BECKLER AV,101.0,3
BECKLER AV,104.0,8
BECKLER AV,105.0,2
BEDFORD ST,31.0,2
BEDFORD ST,320.0,1
BEDFORD ST,346.0,1
BEDFORD ST,390.0,2
BEECH GLEN ST,101.0,6
BEECH GLEN ST,104.0,4
BEECH GLEN ST,105.0,7
BEECH GLEN ST,106.0,1
BEECH GLEN ST,111.0,1
BEECH GLEN ST,132.0,1
BEECH GLEN ST,902.0,1
BEECH GLEN ST,985.0,1
BEECH ST,31.0,1
BEECH ST,101.0,133
BEECH ST,104.0,53
BEECH ST,105.0,9
BEECH ST,111.0,1
BEECH ST,130.0,1
BEECH ST,131.0,1
BEECH ST,132.0,4
BEECH ST,334.0,1
BEECH ST,337.0,1
BEECH ST,902.0,1
BEECH ST,905.0,1
BEECH ST,907.0,1
BEECH ST,976.0,2
BEECH ST,985.0,11
BEECHCROFT ST,105.0,13
BEECHCROFT ST,111.0,19
BEECHCROFT ST,976.0,2
BEECHER ST,105.0,2
BEECHER ST,111.0,5
BEECHLAND CI,907.0,5
BEECHMONT FW,132.0,2
BEECHMONT FW,902.0,3
BEECHMONT FW,985.0,6
BEECHMONT ST,101.0,31
BEECHMONT ST,132.0,2
BEECHMONT ST,902.0,5
BEECHMONT TE,101.0,17
BEECHMONT TE,902.0,2
BEECHWOOD ST,13.0,1
BEECHWOOD ST,104.0,5
BEECHWOOD ST,390.0,1
BEECHWOOD ST,391.0,1
BEETHOVEN ST,101.0,8
BEETHOVEN ST,104.0,7
BEETHOVEN ST,111.0,1
BEETHOVEN ST,132.0,1
BELDEN SQ,337.0,2
BELDEN ST,101.0,6
BELDEN ST,104.0,12
BELDEN ST,105.0,3
BELDEN ST,130.0,2
BELDEN ST,132.0,3
BELDEN ST,902.0,1
BELDEN ST,985.0,2
BELDEN ST,986.0,1
BELFORT ST,101.0,4
BELFORT ST,104.0,6
BELFORT ST,105.0,5
BELFORT ST,111.0,1
BELGRADE AV,13.0,3
BELGRADE AV,31.0,4
BELGRADE AV,101.0,24
BELGRADE AV,104.0,16
BELGRADE AV,105.0,34
BELGRADE AV,106.0,1
BELGRADE AV,111.0,9
BELGRADE AV,112.0,2
BELGRADE AV,119.0,1
BELGRADE AV,120.0,1
BELGRADE AV,130.0,1
BELGRADE AV,132.0,3
BELGRADE AV,319.0,6
BELGRADE AV,320.0,6
BELGRADE AV,332.0,6
BELGRADE AV,337.0,2
BELGRADE AV,342.0,2
BELGRADE AV,343.0,2
BELGRADE AV,353.0,1
BELGRADE AV,355.0,2
BELGRADE AV,406.0,1
BELGRADE AV,986.0,1
BELGRAVIA PL,104.0,1
BELL CT,104.0,1
BELL CT,105.0,1
BELL CT,130.0,1
BELL CT,132.0,1
BELL CT,390.0,2
BELL CT,391.0,2
BELLAIRE RD,101.0,17
BELLAMY ST,101.0,18
BELLAMY ST,104.0,1
BELLAMY ST,106.0,1
BELLAMY ST,304.0,1
BELLE AV,101.0,35
BELLE AV,130.0,2
BELLE AV,132.0,3
BELLE AV,390.0,2
BELLE ISLE INLET ,387.0,1
BELLE ISLE INLET ,390.0,1
BELLEVUE HILL RD,101.0,17
BELLEVUE HILL RD,130.0,1
BELLEVUE HILL RD,132.0,1
BELLEVUE ST,101.0,78
BELLEVUE ST,104.0,13
BELLEVUE ST,105.0,18
BELLEVUE ST,106.0,3
BELLEVUE ST,109.0,1
BELLEVUE ST,111.0,2
BELLEVUE ST,112.0,2
BELLEVUE ST,125.0,2
BELLEVUE ST,132.0,5
BELLEVUE ST,319.0,1
BELLEVUE ST,905.0,1
BELLEVUE ST,906.0,1
BELLEVUE ST,908.0,1
BELLEVUE ST,985.0,2
BELLFLOWER ST,101.0,1
BELLFLOWER ST,105.0,9
BELLFLOWER ST,132.0,3
BELLFLOWER ST,908.0,2
BELLINGHAM PL,101.0,4
BELLVISTA RD,104.0,3
BELLVISTA RD,105.0,1
BELLVISTA RD,111.0,1
BELLVISTA RD,112.0,2
BELMONT PL,390.0,1
BELMONT ST,101.0,20
BELMONT ST,104.0,1
BELMONT ST,105.0,1
BELMONT ST,130.0,3
BELMONT ST,132.0,1
BELMORE TE,104.0,2
BELMORE TE,105.0,2
BELNAP RD,101.0,8
BELNEL RD,101.0,34
BELNEL RD,104.0,11
BELNEL RD,132.0,1
BELNEL RD,902.0,1
BELTON ST,101.0,18
BELVIDERE ST,112.0,1
BELVIDERE ST,300.0,1
BELVIDERE ST,406.0,1
BELVIDERE ST,970.0,2
BENNET PL,101.0,4
BENNET ST,979.0,1
BENNETT ST,101.0,16
BENNETT ST,104.0,34
BENNETT ST,105.0,4
BENNETT ST,106.0,1
BENNETT ST,111.0,1
BENNETT ST,337.0,1
BENNETT ST,905.0,1
BENNETT ST,985.0,1
BENNINGTON ST,13.0,33
BENNINGTON ST,31.0,15
BENNINGTON ST,101.0,49
BENNINGTON ST,104.0,69
BENNINGTON ST,105.0,142
BENNINGTON ST,106.0,4
BENNINGTON ST,111.0,6
BENNINGTON ST,112.0,1
BENNINGTON ST,130.0,2
BENNINGTON ST,132.0,13
BENNINGTON ST,311.0,1
BENNINGTON ST,316.0,1
BENNINGTON ST,317.0,3
BENNINGTON ST,319.0,5
BENNINGTON ST,320.0,10
BENNINGTON ST,325.0,3
BENNINGTON ST,326.0,7
BENNINGTON ST,327.0,1
BENNINGTON ST,328.0,3
BENNINGTON ST,332.0,2
BENNINGTON ST,333.0,1
BENNINGTON ST,337.0,1
BENNINGTON ST,340.0,1
BENNINGTON ST,341.0,1
BENNINGTON ST,342.0,1
BENNINGTON ST,343.0,4
BENNINGTON ST,344.0,1
BENNINGTON ST,351.0,1
BENNINGTON ST,353.0,1
BENNINGTON ST,387.0,1
BENNINGTON ST,390.0,1
BENNINGTON ST,401.0,1
BENNINGTON ST,465.0,1
BENNINGTON ST,903.0,1
BENNINGTON ST,976.0,4
BENNINGTON ST,985.0,11
BENNINGTON ST,986.0,3
BENSON ST,104.0,2
BENSON ST,105.0,2
BENTHAM RD,104.0,11
BENTHAM RD,105.0,1
BENTLEY ST,101.0,2
BENTLEY ST,104.0,8
BENTLEY ST,105.0,1
BERKELEY ST,13.0,5
BERKELEY ST,27.0,1
BERKELEY ST,104.0,1
BERKELEY ST,111.0,1
BERKELEY ST,112.0,3
BERKELEY ST,132.0,1
BERKELEY ST,302.0,2
BERKELEY ST,320.0,1
BERKELEY ST,344.0,1
BERKELEY ST,345.0,1
BERKELEY ST,346.0,1
BERKELEY ST,348.0,1
BERKELEY ST,901.0,1
BERKELEY ST,945.0,1
BERKELEY ST,976.0,1
BERKELEY ST,985.0,4
BERKELEY ST,986.0,2
BERKSHIRE ST,101.0,1
BERKSHIRE ST,105.0,1
BERNARD ST,101.0,9
BERNARD ST,104.0,7
BERNARD ST,105.0,6
BERNARD ST,106.0,1
BERNARD ST,125.0,1
BERNARD ST,132.0,2
BERNARD ST,902.0,1
BERNARD ST,906.0,1
BERNICE ST,101.0,1
BERRY ST,101.0,1
BERRY ST,104.0,1
BERRY ST,132.0,2
BERTRAM ST,325.0,1
BERTSON AV,101.0,16
BERWICK ST,101.0,13
BERWICK ST,132.0,1
BERYL ST,101.0,17
BERYL ST,104.0,3
BERYL ST,106.0,1
BERYL ST,132.0,1
BEVERLY ST,907.0,1
BEVERLY ST,985.0,1
BEXLEY RD,101.0,17
BEXLEY RD,104.0,9
BEXLEY RD,105.0,1
BEXLEY RD,106.0,1
BEXLEY RD,337.0,1
BICKFORD AV,101.0,4
BICKFORD AV,105.0,2
BICKFORD AV,111.0,1
BICKFORD AV,902.0,1
BICKFORD ST,104.0,1
BICKFORD ST,118.0,1
BICKFORD ST,132.0,2
BICKFORD ST,324.0,1
BICKFORD ST,342.0,1
BICKFORD ST,390.0,7
BICKFORD ST,391.0,1
BICKFORD ST,392.0,2
BICKFORD ST,902.0,2
BICKFORD ST,985.0,1
BICKNELL ST,31.0,1
BICKNELL ST,101.0,4
BICKNELL ST,104.0,9
BICKNELL ST,105.0,6
BICKNELL ST,111.0,1
BICKNELL ST,125.0,1
BICKNELL ST,130.0,1
BICKNELL ST,970.0,1
BIGELOW CI,101.0,2
BIGELOW ST,101.0,25
BIGELOW ST,104.0,26
BIGELOW ST,105.0,17
BIGELOW ST,111.0,1
BIGELOW ST,112.0,1
BIGELOW ST,130.0,4
BIGELOW ST,132.0,3
BIGELOW ST,337.0,2
BIGELOW ST,970.0,1
BILLERICA ST,985.0,2
BILLERICA ST,986.0,4
BILLINGS LA,101.0,4
BILLINGS LA,130.0,1
BILLINGS LA,132.0,2
BILLINGS ST,101.0,27
BILLINGS ST,104.0,2
BILLINGS ST,132.0,2
BILODEAU RD,104.0,6
BILODEAU RD,976.0,1
BILODEAU RD,985.0,1
BILTMORE ST,101.0,1
BILTMORE ST,104.0,1
BILTMORE ST,105.0,1
BINFORD ST,13.0,1
BINFORD ST,440.0,1
BINNEY ST,422.0,1
BINNEY ST,979.0,4
BIRCH RD,101.0,9
BIRCH RD,104.0,1
BIRCH RD,106.0,4
BIRCH RD,130.0,1
BIRCH RD,132.0,17
BIRCH RD,902.0,1
BIRCH ST,101.0,23
BIRCH ST,104.0,16
BIRCH ST,105.0,6
BIRCH ST,132.0,2
BIRCH ST,319.0,3
BIRCH ST,337.0,3
BIRCH ST,341.0,1
BIRCH ST,353.0,1
BIRCH ST,985.0,1
BIRCH ST,986.0,2
BIRCHCROFT RD,101.0,30
BIRCHCROFT RD,132.0,1
BIRCHLAND AV,101.0,11
BIRCHLAND TE,101.0,5
BIRCHLAND TE,132.0,1
BIRCHWOOD ST,31.0,1
BIRCHWOOD ST,101.0,20
BIRCHWOOD ST,104.0,1
BIRCHWOOD ST,105.0,1
BIRCHWOOD ST,130.0,1
BIRCHWOOD ST,132.0,2
BIRD PL,101.0,2
BIRD ST,101.0,13
BIRD ST,104.0,9
BIRD ST,105.0,4
BIRD ST,125.0,1
BIRD ST,131.0,1
BIRD ST,132.0,1
BIRD ST,902.0,1
BIRD ST,905.0,1
BIRD ST,986.0,1
BISCOE PL,130.0,3
BISHOP JOE L SMITH WY,125.0,5
BISHOP JOE L SMITH WY,130.0,1
BISHOP JOE L SMITH WY,970.0,1
BISHOP ST,101.0,3
BISHOP ST,105.0,1
BISHOP ST,121.0,1
BISHOP ST,902.0,1
BISHOP ST,985.0,1
BISMARCK ST,111.0,1
BISMARCK ST,114.0,2
BISMARCK ST,414.0,1
BISPHAM ST,105.0,2
BISPHAM ST,985.0,1
BLABAN PL,101.0,3
BLACKFAN CI,977.0,1
BLACKFAN CI,979.0,1
BLACKFAN CI,986.0,1
BLACKFAN ST,977.0,1
BLACKFAN ST,979.0,2
BLACKINTON ST,101.0,1
BLACKINTON ST,104.0,1
BLACKINTON ST,105.0,1
BLACKINTON ST,111.0,1
BLACKINTON ST,985.0,1
BLACKSTONE SQ,985.0,1
BLACKSTONE ST,26.0,1
BLACKSTONE ST,300.0,1
BLACKSTONE ST,319.0,1
BLACKSTONE ST,326.0,2
BLACKSTONE ST,387.0,1
BLACKSTONE ST,901.0,1
BLACKSTONE ST,986.0,1
BLACKWELL ST,101.0,4
BLACKWELL ST,104.0,7
BLACKWELL ST,109.0,1
BLACKWELL ST,132.0,2
BLACKWOOD ST,112.0,4
BLACKWOOD ST,125.0,2
BLACKWOOD ST,901.0,1
BLACKWOOD ST,986.0,2
BLAINE ST,101.0,3
BLAINE ST,104.0,4
BLAINE ST,337.0,3
BLAKE ST,101.0,46
BLAKE ST,104.0,24
BLAKE ST,105.0,5
BLAKE ST,130.0,2
BLAKE ST,132.0,3
BLAKEMORE ST,101.0,1
BLAKEMORE ST,986.0,1
BLAKEVILLE ST,101.0,5
BLAKEVILLE ST,104.0,14
BLAKEVILLE ST,105.0,2
BLANCHARD ST,101.0,2
BLANCHE ST,101.0,16
BLANCHE ST,104.0,3
BLANCHE ST,106.0,3
BLANDFORD ST,904.0,1
BLANVON RD,104.0,1
BLANVON RD,105.0,2
BLANVON RD,132.0,1
BLENFORD RD,104.0,9
BLENFORD RD,132.0,1
BLOCK ST,985.0,1
BLOOMFIELD ST,101.0,17
BLOOMFIELD ST,104.0,16
BLOOMFIELD ST,105.0,18
BLOOMFIELD ST,106.0,1
BLOOMFIELD ST,125.0,1
BLOOMFIELD ST,132.0,2
BLOOMFIELD ST,905.0,2
BLOOMINGTON ST,101.0,2
BLOOMINGTON ST,104.0,3
BLOOMINGTON ST,105.0,1
BLOOMINGTON ST,132.0,1
BLOSSOM ST,125.0,1
BLOSSOM ST,131.0,1
BLOSSOM ST,300.0,1
BLOSSOM ST,320.0,1
BLOSSOM ST,979.0,5
BLOSSOM ST,985.0,1
BLUE HILL AV,13.0,45
BLUE HILL AV,27.0,1
BLUE HILL AV,31.0,3
BLUE HILL AV,101.0,11
BLUE HILL AV,104.0,20
BLUE HILL AV,105.0,65
BLUE HILL AV,106.0,1
BLUE HILL AV,111.0,9
BLUE HILL AV,112.0,11
BLUE HILL AV,117.0,1
BLUE HILL AV,125.0,11
BLUE HILL AV,130.0,11
BLUE HILL AV,131.0,1
BLUE HILL AV,132.0,20
BLUE HILL AV,309.0,2
BLUE HILL AV,310.0,2
BLUE HILL AV,311.0,5
BLUE HILL AV,316.0,2
BLUE HILL AV,319.0,39
BLUE HILL AV,320.0,16
BLUE HILL AV,323.0,1
BLUE HILL AV,325.0,4
BLUE HILL AV,326.0,6
BLUE HILL AV,328.0,5
BLUE HILL AV,329.0,2
BLUE HILL AV,332.0,17
BLUE HILL AV,333.0,2
BLUE HILL AV,334.0,1
BLUE HILL AV,335.0,2
BLUE HILL AV,337.0,1
BLUE HILL AV,340.0,1
BLUE HILL AV,341.0,1
BLUE HILL AV,342.0,2
BLUE HILL AV,343.0,2
BLUE HILL AV,344.0,1
BLUE HILL AV,353.0,2
BLUE HILL AV,390.0,25
BLUE HILL AV,391.0,7
BLUE HILL AV,392.0,1
BLUE HILL AV,465.0,1
BLUE HILL AV,900.0,1
BLUE HILL AV,901.0,1
BLUE HILL AV,902.0,18
BLUE HILL AV,904.0,1
BLUE HILL AV,905.0,4
BLUE HILL AV,906.0,5
BLUE HILL AV,907.0,18
BLUE HILL AV,908.0,3
BLUE HILL AV,953.0,1
BLUE HILL AV,970.0,9
BLUE HILL AV,973.0,2
BLUE HILL AV,974.0,1
BLUE HILL AV,978.0,1
BLUE HILL AV,985.0,31
BLUE HILL AV,986.0,23
BLUE HILL AV,987.0,1
BLUE LEDGE DR,390.0,1
BLUEFIELD TE,104.0,13
BLUEVIEW CI,101.0,10
BLUEVIEW RD,101.0,12
BOARD AL,31.0,1
BOARD AL,302.0,2
BOARDMAN ST,101.0,4
BOARDMAN ST,104.0,4
BOARDMAN ST,105.0,6
BOARDMAN ST,111.0,2
BOARDMAN ST,112.0,1
BOARDMAN ST,130.0,2
BOARDMAN ST,320.0,1
BOARDMAN ST,390.0,2
BOARDMAN ST,391.0,1
BOARDMAN ST,985.0,2
BOBOLINK ST,101.0,9
BODWELL ST,101.0,6
BODWELL ST,104.0,2
BODWELL ST,105.0,2
BODWELL ST,106.0,1
BODWELL ST,132.0,4
BOGANDALE RD,101.0,23
BOGANDALE RD,904.0,1
BOGANDALE RD,976.0,1
BOLSTER ST,101.0,3
BOLSTER ST,104.0,1
BOLSTER ST,105.0,1
BOLTON PL,101.0,10
BOLTON PL,130.0,1
BOLTON PL,132.0,1
BOLTON ST,101.0,45
BOLTON ST,104.0,3
BOLTON ST,105.0,8
BOLTON ST,106.0,1
BOLTON ST,111.0,1
BOLTON ST,132.0,17
BOLTON ST,337.0,1
BOLTON ST,390.0,2
BOLTON ST,902.0,1
BOLTON ST,970.0,1
BOLTON ST,985.0,5
BONAD RD,101.0,20
BONAD RD,104.0,2
BONAD RD,132.0,4
BONAIR ST,101.0,12
BONAIR ST,132.0,1
BOND ST,101.0,11
BOND ST,104.0,1
BOND ST,111.0,1
BONELL TE,132.0,1
BONELL TE,391.0,5
BORDER ST,13.0,2
BORDER ST,31.0,2
BORDER ST,101.0,1
BORDER ST,104.0,2
BORDER ST,105.0,8
BORDER ST,111.0,1
BORDER ST,114.0,2
BORDER ST,125.0,1
BORDER ST,132.0,3
BORDER ST,311.0,1
BORDER ST,316.0,2
BORDER ST,317.0,2
BORDER ST,319.0,1
BORDER ST,320.0,2
BORDER ST,324.0,1
BORDER ST,326.0,1
BORDER ST,328.0,1
BORDER ST,332.0,4
BORDER ST,337.0,4
BORDER ST,342.0,1
BORDER ST,390.0,4
BORDER ST,391.0,1
BORDER ST,400.0,3
BORDER ST,402.0,1
BORDER ST,407.0,1
BORDER ST,902.0,3
BORDER ST,976.0,1
BORDER ST,985.0,1
BOSTON AND MAINE RR ,392.0,1
BOSTON AND MAINE RR ,902.0,1
BOSTON AND MAINE RR ,985.0,2
BOSTON AND MAINE RR ,986.0,1
BOSTON ST,13.0,4
BOSTON ST,31.0,1
BOSTON ST,101.0,6
BOSTON ST,104.0,4
BOSTON ST,105.0,41
BOSTON ST,106.0,1
BOSTON ST,109.0,1
BOSTON ST,111.0,2
BOSTON ST,112.0,1
BOSTON ST,130.0,2
BOSTON ST,132.0,6
BOSTON ST,300.0,2
BOSTON ST,312.0,1
BOSTON ST,317.0,1
BOSTON ST,319.0,1
BOSTON ST,320.0,2
BOSTON ST,328.0,1
BOSTON ST,331.0,1
BOSTON ST,332.0,1
BOSTON ST,341.0,1
BOSTON ST,343.0,1
BOSTON ST,353.0,1
BOSTON ST,390.0,8
BOSTON ST,407.0,2
BOSTON ST,985.0,2
