st_loc,ptype,0
DAVID G MUGAR WY,985.0,1
DAVID RD,101.0,6
DAVID RD,106.0,1
DAVID RD,132.0,2
DAVIDSON AV,101.0,4
DAVIS CT,101.0,1
DAVIS CT,104.0,1
DAVIS CT,132.0,2
DAVISON ST,101.0,18
DAVISON ST,104.0,15
DAVISON ST,105.0,7
DAVISON ST,111.0,2
DAVISON ST,132.0,3
DAVISON ST,337.0,1
DAVISON ST,902.0,1
DAVITT ST,101.0,1
DAVITT ST,104.0,4
DAWES ST,101.0,3
DAWES ST,104.0,2
DAWES ST,105.0,8
DAWES TE,105.0,2
DAWSON ST,101.0,7
DAWSON ST,104.0,2
DAWSON ST,106.0,1
DAWSON ST,109.0,1
DAWSON ST,132.0,2
DAY ST,13.0,3
DAY ST,101.0,2
DAY ST,104.0,5
DAY ST,105.0,18
DAY ST,111.0,1
DAY ST,132.0,1
DAY ST,320.0,1
DAYTON ST,101.0,1
DAYTON ST,104.0,1
DAYTON ST,986.0,1
DEACONESS RD,979.0,1
DEAN ST,101.0,8
DEAN ST,105.0,5
DEAN ST,132.0,1
DEAN ST,900.0,3
DEAN WY,101.0,2
DEARBORN ST,945.0,1
DEARBORN ST,985.0,2
DECATUR ST,105.0,2
DECATUR ST,111.0,5
DECATUR ST,132.0,2
DECATUR ST,902.0,1
DECATUR ST,985.0,3
DECKARD ST,13.0,1
DECKARD ST,105.0,6
DECKARD ST,125.0,2
DECKARD ST,132.0,1
DECKARD ST,902.0,1
DECKARD ST,970.0,2
DECKARD ST,985.0,2
DEDHAM BRANCH ,101.0,1
DEDHAM LINE ,132.0,1
DEDHAM LINE ,985.0,2
DEDHAM PARISH RD,390.0,5
DEDHAM PW,101.0,1
DEDHAM PW,130.0,1
DEDHAM PW,985.0,1
DEDHAM ST,101.0,20
DEDHAM ST,106.0,1
DEDHAM ST,109.0,1
DEDHAM ST,132.0,1
DEDHAM ST,985.0,1
DEER ISLAND ,980.0,1
DEER ISLAND ,985.0,1
DEER ISLAND ,986.0,7
DEER ST,101.0,1
DEER ST,104.0,3
DEER ST,105.0,1
DEER ST,985.0,6
DEERFIELD ST,344.0,1
DEERFIELD ST,904.0,1
DEERFIELD ST,977.0,1
DEERFIELD ST,985.0,1
DEERING RD,13.0,1
DEERING RD,101.0,1
DEERING RD,104.0,11
DEERING RD,105.0,31
DEERING RD,130.0,1
DEERING RD,132.0,2
DEERING RD,902.0,2
DEERING RD,985.0,1
DEFOREST ST,101.0,63
DEFOREST ST,104.0,1
DEFOREST ST,132.0,3
DEFOREST ST,902.0,10
DELANO CT,101.0,2
DELANO PK,101.0,17
DELANO PK,104.0,5
DELANO PK,132.0,1
DELANO PK,902.0,1
DELANO ST,105.0,1
DELANO ST,391.0,1
DELANY CI,101.0,3
DELANY CI,106.0,1
DELANY CI,132.0,2
DELAWARE PL,111.0,1
DELAWARE PL,112.0,1
DELFORD ST,101.0,10
DELFORD ST,104.0,3
DELHI ST,101.0,22
DELHI ST,104.0,5
DELHI ST,105.0,2
DELHI ST,111.0,1
DELHI ST,112.0,3
DELHI ST,130.0,2
DELHI ST,132.0,8
DELHI ST,316.0,1
DELL AV,101.0,13
DELL AV,104.0,4
DELL AV,132.0,1
DELL AV,902.0,1
DELL TE,101.0,2
DELL TE,104.0,1
DELL TE,132.0,4
DELLE AV,101.0,6
DELLE AV,104.0,4
DELLE AV,105.0,11
DELLE AV,111.0,5
DELLE AV,125.0,3
DELLE AV,130.0,7
DELLE AV,131.0,1
DELLE AV,132.0,1
DELLE AV,902.0,3
DELLMORE RD,101.0,1
DELLMORE RD,104.0,1
DELLMORE RD,132.0,1
DELMONT ST,101.0,6
DELMONT ST,104.0,6
DELMONT ST,105.0,1
DELMONT ST,132.0,2
DELMONT ST,985.0,1
DELNORE PL,104.0,1
DELNORE PL,132.0,1
DELNORE PL,332.0,1
DELORE CI,101.0,7
DELOS ST,132.0,11
DELOS ST,902.0,1
DENBY RD,105.0,3
DENBY RD,343.0,1
DENBY RD,351.0,1
DENNIS ST,101.0,19
DENNIS ST,104.0,1
DENNIS ST,105.0,5
DENNIS ST,106.0,1
DENNIS ST,902.0,4
DENNIS ST,907.0,3
DENNISON ST,101.0,1
DENNISON ST,104.0,3
DENNISON ST,105.0,5
DENNISON ST,106.0,1
DENNISON ST,111.0,1
DENNY ST,101.0,2
DENNY ST,104.0,4
DENNY ST,105.0,3
DENT ST,101.0,47
DENT ST,104.0,17
DENT ST,105.0,2
DENT ST,106.0,1
DENT ST,111.0,1
DENT ST,902.0,1
DENTON TE,101.0,21
DENTON TE,104.0,2
DENVIR ST,101.0,2
DENVIR ST,104.0,3
DENVIR ST,105.0,1
DERNE ST,13.0,1
DERNE ST,31.0,1
DERNE ST,121.0,1
DERNE ST,344.0,1
DEROMA RD,101.0,6
DERRY RD,101.0,11
DESIGN CENTER PL,387.0,1
DESIGN CENTER PL,402.0,1
DESMOND RD,101.0,8
DESOTO RD,101.0,32
DESOTO RD,104.0,4
DESOTO RD,105.0,3
DESOTO RD,132.0,18
DESTEFANO RD,101.0,10
DEVENS ST,101.0,1
DEVENS ST,105.0,2
DEVENS ST,907.0,1
DEVENS ST,985.0,3
DEVER ST,104.0,6
DEVINE WY,906.0,1
DEVON ST,101.0,1
DEVON ST,104.0,24
DEVON ST,105.0,42
DEVON ST,106.0,3
DEVON ST,111.0,3
DEVON ST,125.0,11
DEVON ST,130.0,2
DEVON ST,132.0,6
DEVON ST,440.0,1
DEVON ST,985.0,2
DEVONSHIRE ST,300.0,2
DEVONSHIRE ST,344.0,2
DEVONSHIRE ST,345.0,1
DEVONSHIRE ST,346.0,2
DEVONSHIRE ST,347.0,1
DEWAR ST,316.0,1
DEWAR ST,400.0,1
DEWAR ST,424.0,1
DEWAR ST,440.0,1
DEWEY ST,31.0,1
DEWEY ST,101.0,4
DEWEY ST,104.0,3
DEWEY ST,105.0,9
DEWEY ST,106.0,1
DEWEY ST,132.0,6
DEWEY ST,902.0,1
DEWEY TE,105.0,1
DEWITT DR,114.0,1
DEWITT DR,907.0,2
DEWOLF ST,104.0,2
DEWOLF ST,105.0,7
DEWOLF ST,132.0,1
DEXTER RO,27.0,1
DEXTER RO,342.0,1
DEXTER ST,101.0,2
DEXTER ST,104.0,1
DEXTER ST,105.0,3
DEXTER ST,109.0,1
DEXTER ST,390.0,1
DICKENS ST,101.0,3
DICKENS ST,104.0,7
DICKENS ST,105.0,6
DICKENS ST,111.0,1
DICKENS ST,132.0,1
DICKENS ST,332.0,1
DICKENS ST,905.0,1
DICKENS ST,985.0,4
DICKINSON RD,104.0,13
DIETZ CT,101.0,5
DIETZ RD,101.0,23
DIGHTON ST,13.0,1
DIGHTON ST,101.0,2
DIGHTON ST,104.0,5
DIGHTON ST,105.0,5
DIGHTON ST,111.0,3
DIGHTON ST,112.0,1
DIGHTON ST,976.0,1
DIGHTON ST,985.0,1
DILLINGHAM ST,986.0,2
DIMOCK ST,105.0,1
DIMOCK ST,317.0,1
DIMOCK ST,337.0,1
DIMOCK ST,905.0,2
DIMOCK ST,979.0,2
DIMOCK ST,985.0,3
DITSON ST,101.0,2
DITSON ST,105.0,4
DITSON ST,118.0,1
DITSON ST,125.0,1
DITSON ST,127.0,4
DITSON ST,132.0,2
DIX ST,101.0,2
DIX ST,104.0,6
DIX ST,105.0,23
DIX ST,111.0,2
DIX ST,130.0,1
DIX ST,132.0,1
DIXFIELD ST,101.0,16
DIXFIELD ST,105.0,1
DIXFIELD ST,132.0,1
DIXWELL ST,125.0,3
DIXWELL ST,317.0,1
DIXWELL ST,986.0,1
DODGE RD,101.0,16
DOLANS CT,104.0,1
DOLPHIN WY,985.0,1
DON ST,101.0,6
DON ST,104.0,2
DON ST,130.0,1
DONALD RD,105.0,8
DONCASTER ST,101.0,16
DONCASTER ST,104.0,1
DONCASTER ST,106.0,2
DONCASTER ST,132.0,2
DONCASTER ST,901.0,1
DONNA TE,101.0,7
DONNYBROOK RD,101.0,8
DONNYBROOK RD,104.0,18
DONNYBROOK RD,105.0,1
DONNYBROOK RD,132.0,1
DONWOOD TE,104.0,9
DOONE AV,101.0,2
DOONE AV,104.0,4
DORCHESTER AV,13.0,59
DORCHESTER AV,26.0,2
DORCHESTER AV,27.0,1
DORCHESTER AV,31.0,23
DORCHESTER AV,101.0,16
DORCHESTER AV,104.0,29
DORCHESTER AV,105.0,75
DORCHESTER AV,106.0,3
DORCHESTER AV,111.0,16
DORCHESTER AV,112.0,4
DORCHESTER AV,113.0,1
DORCHESTER AV,121.0,1
DORCHESTER AV,130.0,2
DORCHESTER AV,131.0,1
DORCHESTER AV,132.0,13
DORCHESTER AV,305.0,1
DORCHESTER AV,311.0,1
DORCHESTER AV,312.0,3
DORCHESTER AV,316.0,11
DORCHESTER AV,317.0,4
DORCHESTER AV,319.0,31
DORCHESTER AV,320.0,20
DORCHESTER AV,321.0,1
DORCHESTER AV,324.0,1
DORCHESTER AV,325.0,5
DORCHESTER AV,326.0,6
DORCHESTER AV,327.0,3
DORCHESTER AV,328.0,1
DORCHESTER AV,329.0,8
DORCHESTER AV,331.0,4
DORCHESTER AV,332.0,15
DORCHESTER AV,334.0,6
DORCHESTER AV,337.0,10
DORCHESTER AV,340.0,1
DORCHESTER AV,341.0,3
DORCHESTER AV,342.0,2
DORCHESTER AV,343.0,17
DORCHESTER AV,344.0,3
DORCHESTER AV,376.0,1
DORCHESTER AV,390.0,33
DORCHESTER AV,391.0,17
DORCHESTER AV,392.0,3
DORCHESTER AV,401.0,2
DORCHESTER AV,403.0,1
DORCHESTER AV,405.0,1
DORCHESTER AV,407.0,2
DORCHESTER AV,414.0,1
DORCHESTER AV,424.0,1
DORCHESTER AV,440.0,2
DORCHESTER AV,900.0,4
DORCHESTER AV,901.0,2
DORCHESTER AV,902.0,1
DORCHESTER AV,905.0,2
DORCHESTER AV,906.0,3
DORCHESTER AV,907.0,2
DORCHESTER AV,908.0,1
DORCHESTER AV,924.0,2
DORCHESTER AV,953.0,1
DORCHESTER AV,970.0,1
DORCHESTER AV,974.0,1
DORCHESTER AV,976.0,2
DORCHESTER AV,985.0,30
DORCHESTER AV,986.0,9
DORCHESTER ST,13.0,12
DORCHESTER ST,25.0,1
DORCHESTER ST,26.0,1
DORCHESTER ST,31.0,8
DORCHESTER ST,101.0,24
DORCHESTER ST,104.0,10
DORCHESTER ST,105.0,16
DORCHESTER ST,111.0,3
DORCHESTER ST,112.0,2
DORCHESTER ST,121.0,2
DORCHESTER ST,125.0,1
DORCHESTER ST,131.0,4
DORCHESTER ST,132.0,2
DORCHESTER ST,311.0,3
DORCHESTER ST,319.0,2
DORCHESTER ST,320.0,4
DORCHESTER ST,325.0,2
DORCHESTER ST,326.0,1
DORCHESTER ST,329.0,1
DORCHESTER ST,344.0,1
DORCHESTER ST,390.0,2
DORCHESTER ST,905.0,1
DORCHESTER ST,906.0,2
DORCHESTER ST,907.0,1
DORCHESTER ST,985.0,4
DORCHESTER ST,986.0,1
DORIS ST,105.0,7
DORIS ST,106.0,1
DORR ST,101.0,7
DORR ST,105.0,6
DORR ST,132.0,2
DORR ST,908.0,1
DORRANCE ST,31.0,1
DORRANCE ST,414.0,1
DORSET ST,101.0,3
DORSET ST,104.0,14
DORSET ST,105.0,7
DORSET ST,111.0,1
DORSET ST,132.0,1
DOUGLAS CT,132.0,3
DOUGLAS ST,104.0,1
DOUGLAS ST,105.0,3
DOUGLAS ST,336.0,1
DOVE ST,101.0,2
DOVE ST,104.0,1
DOVE ST,105.0,1
DOVE ST,132.0,2
DOW RD,101.0,22
DOW RD,132.0,1
DOWNER AV,101.0,2
DOWNER AV,104.0,4
DOWNER AV,105.0,10
DOWNER AV,985.0,1
DOWNER CT,101.0,1
DOWNER CT,104.0,1
DOWNER CT,105.0,2
DOWNER CT,130.0,1
DOWNER CT,132.0,2
DOWNEY CT,101.0,3
DOWNING ST,903.0,1
DR MARY M BEATTY CI,908.0,2
DRACUT ST,13.0,1
DRACUT ST,101.0,23
DRACUT ST,104.0,10
DRACUT ST,105.0,3
DRACUT ST,132.0,2
DRAKE PL,101.0,3
DRAKE PL,104.0,3
DRAKE PL,105.0,1
DRAPER RD,101.0,2
DRAPER RD,985.0,1
DRAPER ST,101.0,3
DRAPER ST,104.0,19
DRAPER ST,105.0,51
DRAPER ST,111.0,1
DRAPER ST,132.0,4
DRAYTON AV,104.0,5
DRAYTON AV,105.0,4
DRAYTON AV,132.0,1
DRAYTON ST,101.0,7
DRESDEN ST,104.0,3
DRESDEN ST,105.0,2
DRESDEN ST,132.0,2
DRESSER ST,101.0,2
DRESSER ST,132.0,3
DRESSER ST,391.0,4
DRESSER ST,986.0,1
DRIFTWOOD RD,101.0,9
DRISCOLL DR,101.0,9
DRISCOLL DR,104.0,2
DROMEY ST,105.0,1
DROMEY ST,106.0,1
DROMEY ST,132.0,4
DRUID ST,101.0,17
DRUID ST,132.0,1
DRUMLIN RD,101.0,2
DRUMLIN RD,106.0,1
DRUMLIN RD,132.0,1
DRUMMOND ST,104.0,1
DRUMMOND ST,105.0,4
DRUMMOND ST,111.0,1
DRUMMOND ST,125.0,1
DRURY RD,101.0,4
DRYDOCK AV,306.0,1
DRYDOCK AV,406.0,1
DRYDOCK AV,903.0,8
DRYDOCK AV,952.0,1
DRYDOCK AV,966.0,1
DUDLEY PL,132.0,2
DUDLEY ST,13.0,21
DUDLEY ST,31.0,5
DUDLEY ST,101.0,19
DUDLEY ST,104.0,10
DUDLEY ST,105.0,8
DUDLEY ST,109.0,1
DUDLEY ST,111.0,7
DUDLEY ST,112.0,2
DUDLEY ST,114.0,10
DUDLEY ST,121.0,5
DUDLEY ST,125.0,4
DUDLEY ST,130.0,5
DUDLEY ST,132.0,10
DUDLEY ST,311.0,1
DUDLEY ST,319.0,12
DUDLEY ST,320.0,8
DUDLEY ST,325.0,2
DUDLEY ST,326.0,2
DUDLEY ST,327.0,1
DUDLEY ST,332.0,1
DUDLEY ST,337.0,2
DUDLEY ST,341.0,1
DUDLEY ST,344.0,2
DUDLEY ST,390.0,6
DUDLEY ST,391.0,11
DUDLEY ST,902.0,13
DUDLEY ST,906.0,1
DUDLEY ST,907.0,14
DUDLEY ST,945.0,1
DUDLEY ST,970.0,7
DUDLEY ST,974.0,1
DUDLEY ST,978.0,1
DUDLEY ST,985.0,16
DUDLEY ST,986.0,11
DUDLEY TE,13.0,1
DUDLEY TE,101.0,3
DUDLEY TE,902.0,1
DUKE ST,101.0,5
DUKE ST,104.0,7
DUKE ST,105.0,3
DUKE ST,111.0,1
DUMAS ST,104.0,2
DUMAS ST,105.0,1
DUMAS ST,130.0,1
DUMAS ST,132.0,1
DUNBAR AV,104.0,1
DUNBAR AV,407.0,1
DUNBAR AV,902.0,1
DUNBAR AV,976.0,1
DUNBAR AV,985.0,1
DUNBARTON RD,132.0,3
DUNBARTON RD,902.0,7
DUNBARTON RD,986.0,5
DUNBOY ST,101.0,10
DUNBOY ST,104.0,12
DUNBOY ST,109.0,1
DUNBOY ST,112.0,1
DUNBOY ST,130.0,1
DUNCAN PL,101.0,1
DUNCAN PL,104.0,1
DUNCAN PL,132.0,1
DUNCAN ST,101.0,2
DUNCAN ST,104.0,3
DUNCAN ST,105.0,7
DUNCAN ST,106.0,2
DUNCAN ST,132.0,1
DUNCAN TE,104.0,2
DUNCAN TE,106.0,1
DUNCKLEE ST,104.0,13
DUNFORD ST,101.0,2
DUNFORD ST,104.0,3
DUNGARVEN RD,985.0,3
DUNGARVEN RD,986.0,1
DUNKELD ST,113.0,3
DUNLAP ST,105.0,15
DUNLAP ST,132.0,3
DUNMORE ST,13.0,1
DUNMORE ST,101.0,3
DUNMORE ST,105.0,2
DUNMORE ST,109.0,1
DUNMORE ST,111.0,1
DUNNS TE,104.0,2
DUNNS TE,132.0,2
DUNREATH ST,101.0,1
DUNREATH ST,104.0,1
DUNREATH ST,105.0,9
DUNREATH ST,132.0,4
DUNREATH ST,906.0,1
DUNREATH ST,985.0,1
DUNSTER RD,101.0,5
DUNSTER RD,104.0,25
DUNSTER RD,105.0,1
DUNSTER RD,106.0,2
DUNSTER RD,109.0,1
DUNWELL ST,101.0,5
DUNWELL ST,104.0,1
DUNWELL ST,985.0,1
DURANT ST,101.0,14
DURANT ST,106.0,1
DURANT ST,132.0,1
DURANT ST,392.0,1
DURHAM ST,101.0,6
DURHAM ST,111.0,3
DURHAM ST,132.0,1
DURLAND ST,101.0,5
DURLAND ST,130.0,1
DURLAND ST,132.0,3
DURNELL AV,101.0,24
DURNELL AV,104.0,14
DURNELL AV,105.0,7
DURNELL AV,106.0,1
DURNELL AV,132.0,1
DUSTIN ST,101.0,9
DUSTIN ST,104.0,24
DUSTIN ST,105.0,4
DUSTIN ST,106.0,3
DUSTIN ST,112.0,2
DUSTIN ST,132.0,2
DUSTIN ST,390.0,2
DUSTIN ST,985.0,1
DUVAL ST,101.0,5
DUVAL ST,104.0,3
DUVAL ST,111.0,2
DUVAL ST,132.0,1
DUXBURY RD,101.0,9
DUXBURY RD,104.0,3
DWIGHT ST,13.0,1
DWIGHT ST,101.0,2
DWIGHT ST,104.0,5
DWIGHT ST,105.0,7
DWIGHT ST,111.0,9
DWIGHT ST,125.0,1
DWINELL ST,101.0,39
DYER AV,132.0,1
DYER CT,132.0,1
DYER CT,902.0,1
DYER CT,985.0,1
DYER ST,101.0,2
DYER ST,104.0,5
DYER ST,105.0,3
DYER ST,106.0,1
DYER ST,111.0,1
E BERKELEY ST,13.0,2
E BERKELEY ST,111.0,5
E BERKELEY ST,113.0,1
E BERKELEY ST,317.0,1
E BERKELEY ST,324.0,1
E BERKELEY ST,334.0,5
E BERKELEY ST,337.0,1
E BERKELEY ST,340.0,1
E BERKELEY ST,344.0,1
E BERKELEY ST,387.0,1
E BERKELEY ST,390.0,1
E BERKELEY ST,405.0,2
E BERKELEY ST,903.0,1
E BERKELEY ST,908.0,3
E BERKELEY ST,986.0,1
E BOUNDARY RD,901.0,1
E BOUNDARY RD,985.0,1
E BROADWAY ,13.0,32
E BROADWAY ,26.0,2
E BROADWAY ,27.0,2
E BROADWAY ,31.0,5
E BROADWAY ,101.0,33
E BROADWAY ,104.0,28
E BROADWAY ,105.0,46
E BROADWAY ,106.0,1
E BROADWAY ,111.0,10
E BROADWAY ,112.0,4
E BROADWAY ,132.0,4
E BROADWAY ,319.0,4
E BROADWAY ,320.0,3
E BROADWAY ,324.0,1
E BROADWAY ,325.0,2
E BROADWAY ,326.0,1
E BROADWAY ,341.0,3
E BROADWAY ,343.0,1
E BROADWAY ,344.0,1
E BROADWAY ,370.0,1
E BROADWAY ,390.0,1
E BROADWAY ,391.0,2
E BROADWAY ,902.0,2
E BROADWAY ,952.0,1
E BROADWAY ,970.0,1
E BROADWAY ,985.0,2
E BROADWAY ST,25.0,1
E BROOKLINE ST,105.0,4
E BROOKLINE ST,111.0,11
E BROOKLINE ST,132.0,1
E BROOKLINE ST,337.0,1
E BROOKLINE ST,390.0,2
E BROOKLINE ST,986.0,1
E CANTON ST,390.0,1
E CANTON ST,907.0,1
E CONCORD ST,101.0,4
E CONCORD ST,104.0,3
E CONCORD ST,105.0,3
E CONCORD ST,111.0,4
E CONCORD ST,127.0,1
E CONCORD ST,390.0,1
E CONCORD ST,977.0,1
E CONCORD ST,986.0,1
E COTTAGE ST,101.0,3
E COTTAGE ST,104.0,17
E COTTAGE ST,105.0,28
E COTTAGE ST,106.0,1
E COTTAGE ST,111.0,1
E COTTAGE ST,114.0,2
E COTTAGE ST,132.0,6
E COTTAGE ST,310.0,4
E COTTAGE ST,316.0,2
E COTTAGE ST,325.0,1
E COTTAGE ST,332.0,1
E COTTAGE ST,337.0,1
E COTTAGE ST,390.0,2
E COTTAGE ST,391.0,1
E COTTAGE ST,392.0,1
E COTTAGE ST,440.0,1
E COTTAGE ST,902.0,4
E COTTAGE ST,905.0,1
E COTTAGE ST,906.0,4
E COTTAGE ST,970.0,1
E COTTAGE ST,985.0,5
E DEDHAM ST,902.0,1
E DEDHAM ST,986.0,1
E EAGLE ST,101.0,8
E EAGLE ST,104.0,7
E EAGLE ST,105.0,29
E EAGLE ST,111.0,1
E EAGLE ST,112.0,1
E EAGLE ST,130.0,1
E EAGLE ST,132.0,2
E EAGLE ST,337.0,2
E EAGLE ST,390.0,1
E EAGLE ST,414.0,1
E EAGLE ST,985.0,2
E EIGHTH ST,13.0,4
E EIGHTH ST,31.0,1
E EIGHTH ST,101.0,48
E EIGHTH ST,104.0,30
E EIGHTH ST,105.0,59
E EIGHTH ST,109.0,1
E EIGHTH ST,111.0,1
E EIGHTH ST,112.0,5
E EIGHTH ST,114.0,1
E EIGHTH ST,132.0,10
E EIGHTH ST,329.0,1
E EIGHTH ST,344.0,1
E EIGHTH ST,391.0,1
E EIGHTH ST,908.0,1
E FIFTH ST,13.0,1
E FIFTH ST,26.0,1
E FIFTH ST,101.0,60
E FIFTH ST,104.0,80
E FIFTH ST,105.0,44
E FIFTH ST,106.0,2
E FIFTH ST,109.0,1
E FIFTH ST,111.0,4
E FIFTH ST,132.0,3
E FIFTH ST,325.0,1
E FIFTH ST,402.0,1
E FIFTH ST,902.0,1
E FIRST ST,13.0,2
E FIRST ST,101.0,7
E FIRST ST,105.0,4
E FIRST ST,314.0,1
E FIRST ST,316.0,4
E FIRST ST,329.0,1
E FIRST ST,332.0,2
E FIRST ST,337.0,4
E FIRST ST,343.0,1
E FIRST ST,390.0,4
E FIRST ST,407.0,1
E FIRST ST,424.0,1
E FIRST ST,901.0,1
E FIRST ST,985.0,3
E FIRST ST,986.0,6
E FOURTH ST,13.0,1
E FOURTH ST,26.0,1
E FOURTH ST,27.0,1
E FOURTH ST,101.0,58
E FOURTH ST,104.0,34
E FOURTH ST,105.0,50
E FOURTH ST,111.0,7
E FOURTH ST,112.0,1
E FOURTH ST,119.0,2
E FOURTH ST,132.0,2
E FOURTH ST,902.0,1
E FOURTH ST,905.0,1
E FOURTH ST,906.0,1
E FOURTH ST,951.0,1
E FOURTH ST,974.0,1
E FOURTH ST,985.0,2
E INDIA RO,336.0,1
E INDIA RO,903.0,1
E NEWTON ST,901.0,1
E NEWTON ST,904.0,2
E NEWTON ST,979.0,3
E NINTH ST,908.0,1
E SECOND ST,13.0,1
E SECOND ST,26.0,1
E SECOND ST,101.0,23
E SECOND ST,104.0,14
E SECOND ST,105.0,34
E SECOND ST,111.0,6
E SECOND ST,112.0,1
E SECOND ST,113.0,1
E SECOND ST,130.0,1
E SECOND ST,131.0,1
E SECOND ST,132.0,3
E SECOND ST,316.0,1
E SECOND ST,317.0,3
E SECOND ST,332.0,3
E SECOND ST,369.0,1
E SECOND ST,390.0,5
E SECOND ST,402.0,1
E SECOND ST,902.0,1
E SECOND ST,986.0,1
E SERVICE RD,13.0,1
E SEVENTH ST,101.0,51
E SEVENTH ST,104.0,51
E SEVENTH ST,105.0,52
E SEVENTH ST,106.0,1
E SEVENTH ST,109.0,1
E SEVENTH ST,111.0,4
E SEVENTH ST,113.0,1
E SEVENTH ST,130.0,1
E SEVENTH ST,132.0,5
E SEVENTH ST,304.0,1
E SEVENTH ST,976.0,1
E SIXTH ST,13.0,1
E SIXTH ST,25.0,1
E SIXTH ST,101.0,60
E SIXTH ST,104.0,63
E SIXTH ST,105.0,58
E SIXTH ST,106.0,3
E SIXTH ST,111.0,2
E SIXTH ST,113.0,1
E SIXTH ST,130.0,2
E SIXTH ST,132.0,1
E SIXTH ST,316.0,1
E SIXTH ST,317.0,1
E SPRINGFIELD ST,13.0,2
E SPRINGFIELD ST,101.0,2
E SPRINGFIELD ST,104.0,2
E SPRINGFIELD ST,111.0,18
E SPRINGFIELD ST,112.0,1
E SPRINGFIELD ST,125.0,1
E SPRINGFIELD ST,131.0,1
E SPRINGFIELD ST,908.0,1
E ST,13.0,1
E ST,31.0,2
E ST,101.0,16
E ST,104.0,8
E ST,105.0,14
E ST,106.0,1
E ST,111.0,5
E ST,112.0,1
E ST,132.0,9
E ST,312.0,1
E ST,316.0,1
E ST,320.0,1
E ST,902.0,1
E ST,906.0,1
E ST,985.0,1
E ST,986.0,2
E ST,987.0,1
E THIRD ST,13.0,3
E THIRD ST,101.0,35
E THIRD ST,104.0,44
E THIRD ST,105.0,48
E THIRD ST,106.0,1
E THIRD ST,111.0,3
E THIRD ST,112.0,2
E THIRD ST,119.0,1
E THIRD ST,130.0,1
E THIRD ST,132.0,6
E THIRD ST,316.0,1
E THIRD ST,332.0,2
E THIRD ST,350.0,1
E THIRD ST,390.0,1
E THIRD ST,902.0,1
EAGLE PASS ZZ ,132.0,1
EAGLE PASS ZZ ,903.0,1
EAGLE SQ,343.0,1
EAGLE ST,101.0,18
EAGLE ST,130.0,1
EARHARDT RD,902.0,2
EARL ST,101.0,7
EARL ST,132.0,1
EARNSHAW ST,101.0,3
EAST SERVICE RD,986.0,1
EAST ST,101.0,1
EAST ST,105.0,15
EAST ST,132.0,4
EAST ST,320.0,1
EAST ST,332.0,1
EAST ST,985.0,1
EASTBOURNE ST,101.0,23
EASTBURN PL,101.0,2
EASTBURN PL,104.0,1
EASTBURN ST,101.0,6
EASTBURN ST,104.0,6
EASTBURN ST,105.0,1
EASTBURN ST,337.0,1
EASTBURN ST,392.0,1
EASTERN AV,344.0,1
EASTERN AV,346.0,1
EASTERN AV,908.0,4
EASTERN AV,985.0,1
EASTLAND RD,101.0,35
EASTMAN ST,101.0,12
EASTMAN ST,104.0,2
EASTMAN ST,105.0,7
EASTMAN ST,106.0,1
EASTMAN ST,132.0,2
EASTMAN ST,902.0,1
EASTMONT RD,101.0,8
EASTON AV,101.0,5
EASTON AV,104.0,11
EASTON AV,130.0,1
EASTON AV,132.0,6
EASTON AV,317.0,1
EASTON AV,332.0,1
EASTON ST,101.0,1
EASTON ST,104.0,14
EASTON ST,105.0,18
EASTON ST,111.0,1
EASTON ST,970.0,1
EASTWOOD CC,101.0,48
EASTWOOD CC,106.0,1
EASTWOOD CC,132.0,3
EASTWOOD CT,101.0,1
EATONIA ST,104.0,6
EATONIA ST,391.0,1
EDEN ST,101.0,4
EDEN ST,104.0,6
EDEN ST,105.0,3
EDEN ST,130.0,1
EDEN ST,986.0,1
EDGAR ST,908.0,1
EDGE HILL ST,101.0,16
EDGE HILL ST,104.0,2
EDGEBROOK RD,101.0,12
EDGEBROOK RD,104.0,1
EDGEBROOK RD,106.0,1
EDGEMERE RD,101.0,33
EDGEMERE RD,114.0,1
EDGEMERE RD,119.0,1
EDGEMERE RD,132.0,9
EDGEMERE RD,906.0,1
EDGEMERE RD,985.0,9
EDGEMONT ST,101.0,8
EDGEMONT ST,104.0,2
EDGEMONT ST,106.0,1
EDGERLY PL,101.0,1
EDGERLY PL,105.0,1
EDGERLY PL,387.0,1
EDGERLY RD,31.0,5
EDGERLY RD,105.0,1
EDGERLY RD,111.0,2
EDGERLY RD,113.0,1
EDGERLY RD,908.0,1
EDGEWATER DR,101.0,6
EDGEWATER DR,104.0,2
EDGEWATER DR,319.0,1
EDGEWATER DR,332.0,4
EDGEWATER DR,337.0,1
EDGEWATER DR,353.0,2
EDGEWATER DR,390.0,2
EDGEWATER DR,902.0,1
EDGEWATER DR,985.0,1
EDGEWATER DR,986.0,1
EDGEWAY TE,130.0,1
EDGEWAY TE,902.0,1
EDGEWOOD PK,902.0,2
EDGEWOOD ST,101.0,7
EDGEWOOD ST,104.0,8
EDGEWOOD ST,105.0,8
EDGEWOOD ST,125.0,1
EDGEWOOD ST,132.0,4
EDGEWOOD ST,902.0,1
EDGEWOOD ST,975.0,1
EDGEWOOD ST,985.0,1
EDGEWORTH PL,906.0,1
EDINBORO ST,31.0,1
EDINBORO ST,320.0,1
EDINBORO ST,344.0,2
EDINBORO ST,400.0,1
EDINBORO ST,405.0,2
