st_loc,building_typology,0
W FOURTH ST,Multi-Family (7-30 units),2
W FOURTH ST,Office,3
W FOURTH ST,Single-Family,22
W FOURTH ST,Vacant,6
W HAVEN ST,Vacant,1
W HILL PL,Multi-Family (4-6 units),1
W HILL PL,Single-Family,4
W HILL PL,Vacant,4
W HOWELL ST,Medical/Lab/Production,1
W HOWELL ST,Retail,1
W HOWELL ST,Vacant,3
W MILTON ST,Multi-Family (2 units),13
W MILTON ST,Multi-Family (3 units),1
W MILTON ST,Office,1
W MILTON ST,Single-Family,45
W MILTON ST,Vacant,3
W NEWTON ST,Convention/Assembly,1
W NEWTON ST,Multi-Family (2 units),15
W NEWTON ST,Multi-Family (3 units),4
W NEWTON ST,Multi-Family (4-6 units),12
W NEWTON ST,Multi-Family (7-30 units),9
W NEWTON ST,Multi-Family (>= 100 units),1
W NEWTON ST,Residential (Mixed-Use),2
W NEWTON ST,Single-Family,24
W NEWTON ST,Vacant,5
W NINTH ST,Multi-Family (2 units),1
W NINTH ST,Multi-Family (3 units),7
W NINTH ST,Multi-Family (4-6 units),2
W NINTH ST,Office,1
W NINTH ST,Single-Family,17
W NINTH ST,Vacant,8
W NINTH ST,Warehouse,1
W PARK ST,Multi-Family (2 units),1
W PARK ST,Multi-Family (3 units),2
W PARK ST,Multi-Family (4-6 units),1
W PARK ST,Vacant,1
W ROXBURY PW,Multi-Family (2 units),1
W ROXBURY PW,Office,2
W ROXBURY PW,Single-Family,80
W ROXBURY PW,Vacant,7
W RUTLAND SQ,Multi-Family (2 units),2
W RUTLAND SQ,Multi-Family (3 units),1
W RUTLAND SQ,Multi-Family (7-30 units),1
W RUTLAND SQ,Single-Family,2
W SCHOOL ST,Residential (Mixed-Use),1
W SECOND ST,Convention/Assembly,1
W SECOND ST,Garage,3
W SECOND ST,Medical/Lab/Production,1
W SECOND ST,Multi-Family (2 units),5
W SECOND ST,Multi-Family (3 units),12
W SECOND ST,Multi-Family (31-99 units),2
W SECOND ST,Multi-Family (4-6 units),1
W SECOND ST,Multi-Family (7-30 units),2
W SECOND ST,Office,2
W SECOND ST,Residential (Mixed-Use),1
W SECOND ST,Single-Family,12
W SECOND ST,Vacant,7
W SECOND ST,Warehouse,1
W SELDEN ST,Multi-Family (2 units),66
W SELDEN ST,Multi-Family (3 units),4
W SELDEN ST,Single-Family,38
W SELDEN ST,Vacant,16
W SEVENTH ST,Garage,1
W SEVENTH ST,Multi-Family (2 units),10
W SEVENTH ST,Multi-Family (3 units),15
W SEVENTH ST,Residential (Mixed-Use),2
W SEVENTH ST,Single-Family,9
W SEVENTH ST,Vacant,17
W SEVENTH ST,Warehouse,1
W SIXTH ST,Multi-Family (2 units),3
W SIXTH ST,Multi-Family (3 units),10
W SIXTH ST,School,2
W SIXTH ST,Single-Family,11
W SIXTH ST,Vacant,9
W SORRENTO ST,Medical/Lab/Production,1
W SORRENTO ST,Multi-Family (2 units),2
W SORRENTO ST,Vacant,4
W SORRENTO ST,Warehouse,1
W SPRINGFIELD ST,Convention/Assembly,6
W SPRINGFIELD ST,Multi-Family (2 units),1
W SPRINGFIELD ST,Multi-Family (3 units),4
W SPRINGFIELD ST,Multi-Family (4-6 units),11
W SPRINGFIELD ST,Multi-Family (7-30 units),1
W SPRINGFIELD ST,Residential (Mixed-Use),3
W SPRINGFIELD ST,Single-Family,11
W SPRINGFIELD ST,Vacant,1
W THIRD ST,Convention/Assembly,2
W THIRD ST,Garage,1
W THIRD ST,Multi-Family (2 units),20
W THIRD ST,Multi-Family (3 units),21
W THIRD ST,Multi-Family (4-6 units),3
W THIRD ST,Multi-Family (7-30 units),1
W THIRD ST,Office,4
W THIRD ST,Residential (Mixed-Use),3
W THIRD ST,Restaurant,1
W THIRD ST,Single-Family,39
W THIRD ST,Vacant,22
W TREMLETT ST,Multi-Family (2 units),8
W TREMLETT ST,Multi-Family (3 units),10
W TREMLETT ST,Office,1
W TREMLETT ST,Single-Family,7
W TREMLETT ST,Vacant,3
W WALNUT PK,Multi-Family (2 units),26
W WALNUT PK,Multi-Family (3 units),4
W WALNUT PK,Multi-Family (7-30 units),1
W WALNUT PK,Single-Family,7
W WALNUT PK,Vacant,3
WABASH ST,Office,2
WABASH ST,Single-Family,13
WABENO ST,Multi-Family (2 units),1
WABENO ST,Multi-Family (3 units),6
WABON ST,Multi-Family (2 units),17
WABON ST,Multi-Family (3 units),6
WABON ST,Multi-Family (4-6 units),3
WABON ST,Single-Family,4
WABON ST,Vacant,1
WACHUSETT ST,Multi-Family (2 units),25
WACHUSETT ST,Multi-Family (3 units),9
WACHUSETT ST,Office,1
WACHUSETT ST,Single-Family,45
WACHUSETT ST,Vacant,4
WADE ST,Multi-Family (2 units),10
WADE ST,Multi-Family (3 units),1
WADE ST,Single-Family,5
WADLEIGH PL,Office,2
WADSWORTH ST,Multi-Family (2 units),5
WADSWORTH ST,Single-Family,12
WAINWRIGHT ST,Multi-Family (2 units),5
WAINWRIGHT ST,Multi-Family (3 units),10
WAINWRIGHT ST,Single-Family,1
WAIT ST,Multi-Family (2 units),3
WAIT ST,Multi-Family (3 units),3
WAIT ST,Multi-Family (31-99 units),2
WAIT ST,Multi-Family (4-6 units),6
WAIT ST,Multi-Family (7-30 units),1
WAIT ST,Office,1
WAIT ST,Residential (Mixed-Use),1
WAIT ST,Single-Family,2
WAIT ST,Vacant,4
WAKEFIELD AV,Single-Family,1
WAKULLAH ST,Multi-Family (2 units),6
WAKULLAH ST,Multi-Family (3 units),3
WAKULLAH ST,Office,2
WAKULLAH ST,Vacant,5
WALBRIDGE ST,Multi-Family (31-99 units),1
WALBRIDGE ST,Multi-Family (7-30 units),1
WALBRIDGE ST,Warehouse,1
WALDECK ST,Multi-Family (2 units),11
WALDECK ST,Multi-Family (3 units),7
WALDECK ST,Multi-Family (4-6 units),4
WALDECK ST,Single-Family,19
WALDEMAR AV,Convention/Assembly,1
WALDEMAR AV,Multi-Family (2 units),7
WALDEMAR AV,Multi-Family (3 units),2
WALDEMAR AV,Multi-Family (4-6 units),1
WALDEMAR AV,Multi-Family (7-30 units),1
WALDEMAR AV,Retail,1
WALDEMAR AV,Single-Family,33
WALDEMAR AV,Vacant,7
WALDEN ST,Convention/Assembly,3
WALDEN ST,Multi-Family (2 units),3
WALDEN ST,Multi-Family (3 units),2
WALDEN ST,Office,1
WALDEN ST,Single-Family,2
WALDEN ST,Vacant,2
WALDO TE,Multi-Family (2 units),1
WALDO TE,Single-Family,3
WALDORF ST,Single-Family,4
WALDREN RD,Office,1
WALES PL,Vacant,1
WALES ST,Convention/Assembly,1
WALES ST,Multi-Family (2 units),4
WALES ST,Multi-Family (3 units),10
WALES ST,Multi-Family (7-30 units),2
WALES ST,Office,1
WALES ST,Residential (Mixed-Use),5
WALES ST,Single-Family,4
WALES ST,Vacant,7
WALK HILL ST,Convention/Assembly,1
WALK HILL ST,Medical/Lab/Production,2
WALK HILL ST,Multi-Family (2 units),40
WALK HILL ST,Multi-Family (3 units),20
WALK HILL ST,Multi-Family (4-6 units),5
WALK HILL ST,Office,2
WALK HILL ST,Residential (Mixed-Use),4
WALK HILL ST,Restaurant,1
WALK HILL ST,Retail,4
WALK HILL ST,School,1
WALK HILL ST,Single-Family,25
WALK HILL ST,Vacant,4
WALK HILL ST,Warehouse,1
WALKER ST,Multi-Family (2 units),4
WALKER ST,Multi-Family (3 units),1
WALKER ST,Single-Family,10
WALKER ST,Vacant,1
WALL ST,Multi-Family (2 units),2
WALL ST,Multi-Family (3 units),1
WALL ST,Single-Family,18
WALL ST,Vacant,1
WALLACE CT,Single-Family,7
WALLACE PK,Single-Family,4
WALLEY ST,Medical/Lab/Production,1
WALLEY ST,Multi-Family (2 units),2
WALLEY ST,Multi-Family (4-6 units),1
WALLEY ST,Single-Family,2
WALLEY ST,Vacant,1
WALLINGFORD RD,Multi-Family (2 units),20
WALLINGFORD RD,Multi-Family (3 units),7
WALLINGFORD RD,Multi-Family (4-6 units),2
WALLINGFORD RD,Multi-Family (7-30 units),1
WALLINGFORD RD,Office,1
WALLINGFORD RD,Single-Family,9
WALLINGFORD RD,Vacant,3
WALNUT AV,Multi-Family (2 units),20
WALNUT AV,Multi-Family (3 units),17
WALNUT AV,Multi-Family (31-99 units),1
WALNUT AV,Multi-Family (4-6 units),5
WALNUT AV,Multi-Family (7-30 units),3
WALNUT AV,Office,3
WALNUT AV,Residential (Mixed-Use),2
WALNUT AV,School,2
WALNUT AV,Single-Family,14
WALNUT AV,Vacant,6
WALNUT AV,Worship,2
WALNUT CT,Multi-Family (2 units),3
WALNUT CT,Single-Family,3
WALNUT CT,Vacant,1
WALNUT PK,Multi-Family (2 units),2
WALNUT PK,Multi-Family (3 units),8
WALNUT PK,Multi-Family (7-30 units),1
WALNUT PK,Retail,1
WALNUT PK,Vacant,1
WALNUT RD,Office,15
WALNUT RD,Single-Family,5
WALNUT RD,Vacant,8
WALNUT ST,Medical/Lab/Production,1
WALNUT ST,Multi-Family (2 units),14
WALNUT ST,Multi-Family (3 units),3
WALNUT ST,Multi-Family (4-6 units),3
WALNUT ST,Multi-Family (7-30 units),1
WALNUT ST,Office,2
WALNUT ST,Retail,2
WALNUT ST,Single-Family,20
WALNUT ST,Vacant,7
WALNUT ST,Warehouse,3
WALTER ST,Multi-Family (2 units),25
WALTER ST,Multi-Family (3 units),6
WALTER ST,Multi-Family (4-6 units),1
WALTER ST,Office,1
WALTER ST,Residential (Mixed-Use),1
WALTER ST,Retail,1
WALTER ST,Single-Family,40
WALTER ST,Vacant,4
WALTER ST,Warehouse,2
WALTHAM ST,Multi-Family (3 units),1
WALTHAM ST,Multi-Family (4-6 units),4
WALTHAM ST,Multi-Family (7-30 units),1
WALTHAM ST,Office,1
WALTHAM ST,Single-Family,1
WALTON ST,Convention/Assembly,1
WALTON ST,Multi-Family (2 units),2
WALTON ST,Multi-Family (3 units),2
WALTON ST,Multi-Family (4-6 units),1
WALTON ST,Single-Family,6
WALTON ST,Vacant,1
WALWORTH ST,Multi-Family (2 units),23
WALWORTH ST,Multi-Family (3 units),6
WALWORTH ST,Single-Family,34
WALWORTH ST,Vacant,5
WARD CT,Multi-Family (2 units),2
WARD CT,Single-Family,5
WARD ST,Convention/Assembly,3
WARD ST,Multi-Family (2 units),3
WARD ST,Multi-Family (3 units),3
WARD ST,Multi-Family (7-30 units),1
WARD ST,Single-Family,11
WARD ST,Vacant,3
WARDMAN RD,Multi-Family (3 units),5
WARE ST,Multi-Family (2 units),2
WARE ST,Multi-Family (3 units),2
WARE ST,Single-Family,3
WARE ST,Vacant,2
WAREHAM ST,Office,4
WAREHAM ST,Residential (Mixed-Use),1
WAREHAM ST,Vacant,1
WAREHAM ST,Warehouse,5
WARNER ST,Multi-Family (2 units),11
WARNER ST,Multi-Family (3 units),2
WARNER ST,Multi-Family (4-6 units),3
WARNER ST,Single-Family,3
WARNER ST,Vacant,2
WARREN AV,Multi-Family (2 units),18
WARREN AV,Multi-Family (3 units),13
WARREN AV,Multi-Family (4-6 units),4
WARREN AV,Multi-Family (7-30 units),2
WARREN AV,Residential (Mixed-Use),2
WARREN AV,School,1
WARREN AV,Single-Family,57
WARREN AV,Vacant,4
WARREN PK,Single-Family,4
WARREN PL,Multi-Family (2 units),1
WARREN PL,Multi-Family (3 units),1
WARREN PL,Single-Family,3
WARREN PL,Vacant,5
WARREN SQ,Multi-Family (2 units),4
WARREN ST,Medical/Lab/Production,4
WARREN ST,Multi-Family (2 units),8
WARREN ST,Multi-Family (3 units),19
WARREN ST,Multi-Family (4-6 units),9
WARREN ST,Multi-Family (7-30 units),6
WARREN ST,Office,19
WARREN ST,Residential (Mixed-Use),13
WARREN ST,Restaurant,2
WARREN ST,Retail,9
WARREN ST,School,4
WARREN ST,Single-Family,8
WARREN ST,Vacant,19
WARREN ST,Warehouse,4
WARREN ST,Worship,6
WARRENTON ST,Convention/Assembly,2
WARRENTON ST,Garage,2
WARRENTON ST,Multi-Family (7-30 units),1
WARWICK ST,Convention/Assembly,1
WARWICK ST,Multi-Family (2 units),1
WARWICK ST,Multi-Family (3 units),6
WARWICK ST,Office,1
WARWICK ST,Single-Family,14
WARWICK ST,Vacant,3
WASHBURN ST,Multi-Family (2 units),2
WASHBURN ST,Multi-Family (3 units),11
WASHBURN ST,Multi-Family (4-6 units),1
WASHBURN ST,Office,2
WASHBURN ST,Vacant,3
WASHINGTON MA,Office,1
WASHINGTON PL,Single-Family,1
WASHINGTON PL,Vacant,3
WASHINGTON ST,Convention/Assembly,13
WASHINGTON ST,Fire/Police,4
WASHINGTON ST,Garage,35
WASHINGTON ST,Hotel,1
WASHINGTON ST,Medical/Lab/Production,10
WASHINGTON ST,Multi-Family (2 units),187
WASHINGTON ST,Multi-Family (3 units),213
WASHINGTON ST,Multi-Family (31-99 units),10
WASHINGTON ST,Multi-Family (4-6 units),49
WASHINGTON ST,Multi-Family (7-30 units),34
WASHINGTON ST,Multi-Family (>= 100 units),3
WASHINGTON ST,Office,82
WASHINGTON ST,Residential (Mixed-Use),72
WASHINGTON ST,Restaurant,32
WASHINGTON ST,Retail,181
WASHINGTON ST,School,7
WASHINGTON ST,Single-Family,148
WASHINGTON ST,Supermarket,1
WASHINGTON ST,Vacant,122
WASHINGTON ST,Warehouse,41
WASHINGTON ST,Worship,13
WASHINGTON STREET PL,Multi-Family (2 units),4
WASHINGTON STREET PL,Single-Family,4
WASHINGTON STREET PL,Vacant,2
WATER ST,Multi-Family (2 units),4
WATER ST,Office,3
WATER ST,Residential (Mixed-Use),1
WATER ST,Single-Family,2
WATER ST,Vacant,2
WATERLOO ST,Multi-Family (2 units),1
WATERLOO ST,Multi-Family (3 units),1
WATERLOO ST,Multi-Family (7-30 units),1
WATERLOO ST,Single-Family,6
WATERLOW ST,Multi-Family (2 units),4
WATERLOW ST,Single-Family,6
WATERLOW ST,Vacant,1
WATERMAN RD,Multi-Family (2 units),1
WATERMAN RD,Single-Family,20
WATERMAN RD,Vacant,4
WAUMBECK ST,Multi-Family (2 units),22
WAUMBECK ST,Multi-Family (3 units),18
WAUMBECK ST,Multi-Family (4-6 units),1
WAUMBECK ST,Residential (Mixed-Use),2
WAUMBECK ST,Single-Family,21
WAUMBECK ST,Vacant,5
WAVE AV,Multi-Family (3 units),3
WAVE AV,Single-Family,1
WAVERLY RD,Vacant,8
WAVERLY ST,Multi-Family (2 units),19
WAVERLY ST,Multi-Family (3 units),14
WAVERLY ST,Multi-Family (4-6 units),2
WAVERLY ST,Multi-Family (7-30 units),2
WAVERLY ST,Office,4
WAVERLY ST,Residential (Mixed-Use),1
WAVERLY ST,Single-Family,24
WAVERLY ST,Vacant,5
WAY ST,Vacant,1
WAYBURN RD,Single-Family,15
WAYBURN RD,Vacant,1
WAYLAND ST,Multi-Family (2 units),11
WAYLAND ST,Multi-Family (3 units),8
WAYLAND ST,Multi-Family (4-6 units),1
WAYLAND ST,Residential (Mixed-Use),1
WAYLAND ST,Single-Family,21
WAYLAND ST,Vacant,9
WAYMOUNT ST,Medical/Lab/Production,10
WAYNE ST,Multi-Family (2 units),7
WAYNE ST,Multi-Family (3 units),2
WAYNE ST,Single-Family,3
WAYNE ST,Vacant,1
WEBB PK,Multi-Family (3 units),3
WEBBER ST,Vacant,4
WEBLEY ST,Multi-Family (4-6 units),2
WEBSTER AV,Multi-Family (2 units),2
WEBSTER AV,Multi-Family (3 units),1
WEBSTER AV,Single-Family,9
WEBSTER AV,Vacant,3
WEBSTER PL,Multi-Family (2 units),2
WEBSTER PL,Multi-Family (3 units),1
WEBSTER PL,Multi-Family (4-6 units),1
WEBSTER ST,Multi-Family (2 units),17
WEBSTER ST,Multi-Family (3 units),77
WEBSTER ST,Multi-Family (4-6 units),18
WEBSTER ST,Multi-Family (7-30 units),1
WEBSTER ST,School,1
WEBSTER ST,Single-Family,16
WEBSTER ST,Vacant,10
WEDGEMERE RD,Multi-Family (2 units),1
WEDGEMERE RD,Single-Family,10
WEDGEMERE RD,Vacant,3
WEDGEWOOD RD,Single-Family,4
WEDMORE ST,Single-Family,1
WEDMORE ST,Vacant,3
WEEKS AV,Multi-Family (2 units),8
WEEKS AV,Single-Family,4
WEEKS AV,Vacant,1
WEITZ ST,Multi-Family (2 units),3
WEITZ ST,Multi-Family (3 units),2
WEITZ ST,Vacant,2
WELD AV,Multi-Family (2 units),8
WELD AV,Multi-Family (3 units),1
WELD AV,Retail,1
WELD AV,Single-Family,6
WELD AV,Vacant,1
WELD HILL ST,Multi-Family (2 units),8
WELD HILL ST,Multi-Family (3 units),20
WELD HILL ST,Multi-Family (4-6 units),1
WELD HILL ST,Single-Family,2
WELD ST,Multi-Family (2 units),26
WELD ST,Multi-Family (3 units),1
WELD ST,Office,1
WELD ST,Single-Family,131
WELD ST,Vacant,4
WELDON ST,Multi-Family (2 units),5
WELDON ST,Vacant,1
WELLAND RD,Vacant,1
WELLES AV,Medical/Lab/Production,1
WELLES AV,Multi-Family (2 units),15
WELLES AV,Multi-Family (3 units),16
WELLES AV,Multi-Family (4-6 units),1
WELLES AV,Retail,1
WELLES AV,Single-Family,20
WELLES AV,Vacant,3
WELLES AV,Worship,1
WELLESLEY PK,Multi-Family (2 units),3
WELLESLEY PK,Office,1
WELLESLEY PK,Single-Family,22
WELLINGTON HILL ST,Multi-Family (2 units),18
WELLINGTON HILL ST,Multi-Family (3 units),17
WELLINGTON HILL ST,Multi-Family (7-30 units),1
WELLINGTON HILL ST,Residential (Mixed-Use),2
WELLINGTON HILL ST,Single-Family,47
WELLINGTON HILL ST,Vacant,2
WELLINGTON PL,Vacant,2
WELLINGTON ST,Multi-Family (2 units),1
WELLINGTON ST,Multi-Family (3 units),1
WELLINGTON ST,Multi-Family (4-6 units),4
WELLINGTON ST,Multi-Family (7-30 units),3
WELLINGTON ST,Office,1
WELLINGTON ST,Residential (Mixed-Use),1
WELLINGTON ST,Single-Family,6
WELLINGTON ST,Vacant,2
WELLSMERE PK,Single-Family,3
WELLSMERE RD,Multi-Family (2 units),25
WELLSMERE RD,Multi-Family (3 units),1
WELLSMERE RD,Residential (Mixed-Use),1
WELLSMERE RD,Single-Family,10
WELLSMERE TE,Single-Family,6
WELTON RD,Multi-Family (2 units),2
WELTON RD,Single-Family,3
WELTON RD,Vacant,1
WENDELL PL,Multi-Family (4-6 units),1
WENDELL ST,Garage,1
WENDELL ST,Office,2
WENDELLER ST,Multi-Family (2 units),2
WENDELLER ST,Single-Family,1
WENDELLER ST,Vacant,5
WENDOVER ST,Multi-Family (2 units),4
WENDOVER ST,Multi-Family (3 units),7
WENDOVER ST,Single-Family,6
WENDOVER ST,Vacant,2
WENHAM ST,Multi-Family (2 units),16
WENHAM ST,Multi-Family (3 units),14
WENHAM ST,Multi-Family (4-6 units),1
WENHAM ST,Single-Family,4
WENLOCK RD,Multi-Family (3 units),1
WENLOCK RD,Single-Family,6
WENONAH ST,Multi-Family (2 units),4
WENONAH ST,Multi-Family (3 units),3
WENONAH ST,Single-Family,3
WENSLEY ST,Multi-Family (2 units),7
WENSLEY ST,Multi-Family (3 units),6
WENSLEY ST,Office,2
WENSLEY ST,Single-Family,9
WENSLEY ST,Vacant,3
WENTWORTH ST,Multi-Family (2 units),9
WENTWORTH ST,Multi-Family (3 units),8
WENTWORTH ST,Office,1
WENTWORTH ST,Single-Family,5
WENTWORTH ST,Vacant,4
WENTWORTH TE,Multi-Family (3 units),7
WENTWORTH TE,Vacant,3
WESLEY PL,Multi-Family (3 units),2
WESLEY PL,Multi-Family (4-6 units),1
WESLEY ST,Single-Family,3
WESLEY ST,Vacant,3
WEST SERVICE RD,Vacant,1
WEST ST,Garage,2
WEST ST,Multi-Family (2 units),29
WEST ST,Multi-Family (3 units),5
WEST ST,Multi-Family (31-99 units),1
WEST ST,Office,7
WEST ST,Restaurant,1
WEST ST,Retail,1
WEST ST,Single-Family,80
WEST ST,Vacant,9
WEST ST,Warehouse,3
WESTBOURNE ST,Multi-Family (2 units),2
WESTBOURNE ST,Single-Family,25
WESTCHESTER RD,Single-Family,37
WESTCHESTER RD,Vacant,2
WESTCOTT ST,Multi-Family (2 units),8
WESTCOTT ST,Multi-Family (3 units),2
WESTCOTT ST,Single-Family,13
WESTCOTT ST,Vacant,1
WESTERLY ST,Multi-Family (2 units),3
WESTERLY ST,Multi-Family (3 units),3
WESTERLY ST,Multi-Family (4-6 units),1
WESTERLY ST,Single-Family,3
WESTERN AV,Convention/Assembly,3
WESTERN AV,Garage,12
WESTERN AV,Medical/Lab/Production,5
WESTERN AV,Multi-Family (2 units),5
WESTERN AV,Multi-Family (3 units),2
WESTERN AV,Multi-Family (4-6 units),4
WESTERN AV,Multi-Family (>= 100 units),1
WESTERN AV,Office,18
WESTERN AV,Residential (Mixed-Use),3
WESTERN AV,Restaurant,5
WESTERN AV,Retail,10
WESTERN AV,Single-Family,5
WESTERN AV,Supermarket,1
WESTERN AV,Vacant,9
WESTERN AV,Warehouse,3
WESTFORD PL,Multi-Family (3 units),2
WESTFORD ST,Multi-Family (2 units),6
WESTFORD ST,Multi-Family (3 units),4
WESTFORD ST,Multi-Family (7-30 units),1
WESTFORD ST,Single-Family,5
WESTFORD ST,Vacant,1
WESTGATE RD,Vacant,1
WESTGLOW ST,Multi-Family (2 units),16
WESTGLOW ST,Multi-Family (3 units),1
WESTGLOW ST,Single-Family,33
WESTLAND AV,Convention/Assembly,1
WESTLAND AV,Multi-Family (31-99 units),4
WESTLAND AV,Multi-Family (4-6 units),4
WESTLAND AV,Multi-Family (7-30 units),11
WESTLAND AV,Multi-Family (>= 100 units),1
WESTMINSTER AV,Convention/Assembly,1
WESTMINSTER AV,Multi-Family (2 units),3
WESTMINSTER AV,Multi-Family (3 units),3
WESTMINSTER AV,Multi-Family (4-6 units),1
WESTMINSTER AV,Office,1
WESTMINSTER AV,Single-Family,5
WESTMINSTER AV,Vacant,1
WESTMINSTER ST,Multi-Family (2 units),12
WESTMINSTER ST,Multi-Family (3 units),4
WESTMINSTER ST,Multi-Family (4-6 units),1
WESTMINSTER ST,Multi-Family (7-30 units),1
WESTMINSTER ST,Residential (Mixed-Use),1
WESTMINSTER ST,Single-Family,34
WESTMINSTER ST,Vacant,4
WESTMINSTER TE,Single-Family,3
WESTMOOR CI,Single-Family,4
WESTMOOR RD,Single-Family,44
WESTMOOR TE,Single-Family,11
WESTMORE RD,Multi-Family (2 units),44
WESTMORE RD,Single-Family,7
WESTMORE RD,Vacant,1
WESTMORELAND ST,Multi-Family (2 units),16
WESTMORELAND ST,Multi-Family (3 units),3
WESTMORELAND ST,Single-Family,15
WESTMORELAND ST,Vacant,2
WESTMOUNT AV,Multi-Family (2 units),4
WESTMOUNT AV,Single-Family,9
WESTMOUNT AV,Vacant,1
WESTON ST,Multi-Family (2 units),1
WESTON ST,Office,17
WESTON ST,School,1
WESTON ST,Single-Family,1
WESTON ST,Vacant,4
WESTOVER ST,Multi-Family (2 units),6
WESTOVER ST,Single-Family,38
WESTVILLE ST,Multi-Family (2 units),22
WESTVILLE ST,Multi-Family (3 units),42
WESTVILLE ST,Office,2
WESTVILLE ST,School,1
WESTVILLE ST,Single-Family,6
WESTVILLE ST,Vacant,15
WESTVILLE TE,Multi-Family (3 units),2
WESTVILLE TE,Multi-Family (4-6 units),2
WESTVILLE TE,Single-Family,1
WESTVILLE TE,Vacant,1
WESTWOOD ST,Office,2
WESTWOOD ST,Vacant,4
WESTWOOD ST,Warehouse,3
WEYANOKE ST,Multi-Family (2 units),4
WEYANOKE ST,Single-Family,9
WEYANOKE ST,Vacant,1
WEYBOSSET ST,Multi-Family (2 units),10
WEYBOSSET ST,Single-Family,13
WEYBOSSET ST,Vacant,3
WEYMOUTH AV,Multi-Family (2 units),8
WEYMOUTH AV,Multi-Family (3 units),2
WEYMOUTH AV,Multi-Family (4-6 units),1
WEYMOUTH AV,Single-Family,3
WEYMOUTH AV,Vacant,11
WHARF ST,Residential (Mixed-Use),1
WHARTON CT,Single-Family,5
WHEATLAND AV,Multi-Family (2 units),19
WHEATLAND AV,Multi-Family (3 units),14
WHEATLAND AV,Multi-Family (7-30 units),1
WHEATLAND AV,Office,1
WHEATLAND AV,Single-Family,15
WHEATLAND AV,Vacant,1
WHEELOCK AV,Single-Family,2
WHEELOCK AV,Vacant,2
WHIPPLE AV,Multi-Family (3 units),1
WHIPPLE AV,Multi-Family (4-6 units),2
WHIPPLE AV,Single-Family,1
WHIPPLE AV,Vacant,8
WHIPPLE AV,Warehouse,1
WHITBY ST,Multi-Family (2 units),2
WHITBY ST,Multi-Family (3 units),3
WHITBY ST,Single-Family,1
WHITBY ST,Vacant,1
WHITBY TE,Multi-Family (2 units),4
WHITBY TE,Multi-Family (3 units),2
WHITCOMB AV,Medical/Lab/Production,1
WHITCOMB AV,Single-Family,26
WHITCOMB AV,Vacant,4
WHITE OAK RD,Office,1
WHITE OAK RD,Single-Family,10
WHITE ST,Multi-Family (2 units),13
WHITE ST,Multi-Family (3 units),20
WHITE ST,Multi-Family (4-6 units),5
WHITE ST,Residential (Mixed-Use),3
WHITE ST,Single-Family,14
WHITE ST,Vacant,1
WHITE STREET PL,Single-Family,3
WHITE STREET PL,Vacant,1
WHITFIELD ST,Multi-Family (2 units),14
WHITFIELD ST,Multi-Family (3 units),18
WHITFIELD ST,Multi-Family (7-30 units),2
WHITFIELD ST,Single-Family,14
WHITFORD ST,Multi-Family (2 units),16
WHITFORD ST,Single-Family,25
WHITFORD ST,Vacant,4
WHITING ST,Multi-Family (2 units),7
WHITING ST,Multi-Family (3 units),7
WHITING ST,Multi-Family (4-6 units),1
WHITING ST,Multi-Family (7-30 units),1
WHITING ST,Office,1
WHITING ST,Single-Family,6
WHITING ST,Vacant,5
WHITMAN ST,Multi-Family (2 units),6
WHITMAN ST,Multi-Family (3 units),3
WHITMAN ST,Multi-Family (4-6 units),2
WHITMAN ST,Single-Family,12
WHITMAN ST,Vacant,2
WHITRIDGE ST,Multi-Family (2 units),10
WHITRIDGE ST,Single-Family,4
WHITTEMORE ST,Single-Family,6
WHITTEMORE ST,Vacant,1
WHITTEMORE TE,Multi-Family (3 units),6
WHITTEN ST,Multi-Family (2 units),36
WHITTEN ST,Multi-Family (3 units),14
WICHITA TE,Multi-Family (2 units),1
WICHITA TE,Multi-Family (3 units),2
WICHITA TE,Vacant,1
WIDETT CI,Office,1
WIDETT CI,Vacant,5
WIDETT CI,Warehouse,1
WIGET ST,Multi-Family (3 units),2
WIGET ST,Multi-Family (4-6 units),3
WIGET ST,Multi-Family (7-30 units),1
WIGET ST,Single-Family,1
WIGET ST,Vacant,1
WIGGIN ST,Multi-Family (4-6 units),1
WIGGLESWORTH ST,Garage,1
WIGGLESWORTH ST,Multi-Family (2 units),5
WIGGLESWORTH ST,Multi-Family (3 units),5
WIGGLESWORTH ST,Multi-Family (4-6 units),7
WIGGLESWORTH ST,Residential (Mixed-Use),2
WIGGLESWORTH ST,Single-Family,8
WIGGLESWORTH ST,Vacant,1
WILBUR CT,Multi-Family (2 units),3
WILBUR CT,Multi-Family (3 units),3
WILBUR ST,Multi-Family (2 units),1
WILBUR ST,Multi-Family (3 units),2
WILBUR ST,Single-Family,1
WILCOCK ST,Multi-Family (2 units),3
WILCOCK ST,Multi-Family (3 units),13
WILCOCK ST,Single-Family,4
WILCOCK ST,Vacant,5
WILCOX RD,Single-Family,11
WILCUTT RD,Single-Family,2
WILCUTT RD,Vacant,1
WILDWOOD ST,Multi-Family (2 units),4
WILDWOOD ST,Multi-Family (3 units),23
WILDWOOD ST,Multi-Family (4-6 units),2
WILDWOOD ST,Office,1
WILDWOOD ST,Single-Family,1
WILDWOOD ST,Vacant,6
WILKINS PL,Single-Family,5
WILKINS PL,Vacant,1
WILKINSON PK,Multi-Family (3 units),2
